unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"101736","3506369","182487","3688856","2680865","98727","52913","151640","46363","","","","","696932","402625","1099557","608737","623015","362605","985620","556497","1019243","18505","1037748","617033","841844","40591","882435","342575","373776","1525053","1898829","525672","0","525672","260949","0","260949","7946527","2584779","10531306","666254","2204","668458","0","0","0","0","0","0","8612781","2586983","11199764","4852070","1068588","0","","5920658","42677","0","240949","","","","",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,31,31,31,31
"101879","11901700","47039","11948739","8975462","89939","340160","430099","37240","397903","256429","654332","208307","2533003","76908","2609911","1587843","3680482","59912","3740394","1757893","3799549","42977","3842526","2337037","3128349","130631","3258980","1385818","423991","2898486","3322477","216790","0","216790","400000","12675","412675","26571706","3865217","30436923","2631977","24061","2656038","0","0","0","0","0","0","29203683","3889278","33092961","16289600","3269661","0","0","19559261","1473409","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"101897","2094129","130543","2224672","1686310","","","","","","","","","475225","15847","491072","363454","513519","5720","519239","396000","535981","40308","576289","344498","592608","0","592608","179994","366973","1043225","1410198","","","","-108000","","-108000","4470435","1235643","5706078","73740","0","73740","","","","","","","4544175","1235643","5779818","2970256","592909","","","3563165","143953","","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,10,31,10,18,10,18,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101903","3626334","262738","3889072","2869356","5516","23818","29334","9179","6624","296668","303292","184762","498981","207478","706459","375642","469816","758895","1228711","719971","896289","16460","912749","484961","757520","5593","763113","226471","584440","1557874","2142314","58529","0","58529","91884","0","91884","6995933","3129524","10125457","694800","14100","708900","","","","","","","7690733","3143624","10834357","4870342","959424","","","5829766","208603","","-34763","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,21,16,10,31,10,10,31,10,11,10,11,10,10,10,31,31,31,31,31,31,11,10,11,10,10,31,31,10,10,31,10,31,31,31,31
"101912","3886513","23580","3910093","2817512","0","128619","128619","","","","","","2295598","303143","2598741","1372328","1061286","0","1061286","484278","2395972","96269","2492241","1197631","1629650","38613","1668263","626212","789321","2171451","2960772","","","","935818","0","935818","12994158","2761675","15755833","3469472","0","3469472","0","0","0","583938","0","583938","17047568","2761675","19809243","6497961","1628066","","","8126027","121009","0","0","","","","",10,10,10,10,31,10,10,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,31,10,10,10,10,10,31,10,10,10,10,10,31,10,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"101949","2517581","357422","2875003","2170789","167807","138372","306179","155567","0","0","0","0","505982","184367","690349","280259","532267","720257","1252524","802620","644216","65800","710016","365460","599561","847","600408","261656","357524","1520151","1877675","65902","0","65902","230000","0","230000","5620840","2987216","8608056","445804","3756","449560","","","","","","","6066644","2990972","9057616","4036351","832901","","","4869252","155538","","-40000","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"101958","104760","0","104760","96746","","","","","","","","","69083","0","69083","47223","1212","0","1212","","27045","0","27045","19995","67898","0","67898","","0","69813","69813","","","","","","","269998","69813","339811","","","","","","","","","","269998","69813","339811","163964","31068","","","195032","120","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,31,10,31,10,10,10,31,10,31,31,10,10,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,18,18,18,10,10,31,31,10,10,31,31,31,31,31,31
"101994","1381034","145838","1526872","1131476","190029","0","190029","142683","","","","","225901","156725","382626","171588","350233","78495","428728","248529","508464","0","508464","304638","232092","0","232092","52906","112327","673059","785386","29061","0","29061","","","","3029141","1054117","4083258","202129","0","202129","","","","","","","3231270","1054117","4285387","2051820","507159","","","2558979","546","","","","","","",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"102030","7564725","571462","8136187","5835846","321001","228090","549091","277724","144386","156312","300698","208126","826230","90326","916556","600863","1205520","635683","1841203","1283760","1961098","745112","2706210","1528183","1394950","5000","1399950","471835","331282","3707491","4038773","156141","0","156141","1485358","0","1485358","15390691","6139476","21530167","1848590","4043","1852633","","","","","","","17239281","6143519","23382800","10206337","997154","","","11203491","256160","","532979","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"102049","17389602","3114936","20504538","13196817","0","35839","35839","0","755795","134076","889871","465586","3771106","514575","4285681","1446884","5470710","410661","5881371","2645909","4712179","1508973","6221152","2879504","3308543","20479","3329022","1568203","5320142","2711769","8031911","1378905","72947","1451852","749091","-83596","665495","42856073","8440659","51296732","6918307","0","6918307","","","","","","","49774380","8440659","58215039","22202903","6195526","0","0","28398429","2444209","1058785","","","","","",10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31
"102058","252172","0","252172","250050","0","603431","603431","184953","0","33316","33316","12142","62099","74053","136152","56739","167758","0","167758","123382","1136622","893191","2029813","587936","177394","615708","793102","91061","160698","0","160698","12440","84863","97303","","","","1969183","2304562","4273745","298110","0","298110","","","","","","","2267293","2304562","4571855","1306263","75169","","51070","1432502","31189","","","","","","",10,31,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,31,31,31,31,31
"102067","6334780","232182","6566962","4572311","195730","175405","371135","169822","","","","","907448","246730","1154178","735886","858045","656858","1514903","1014361","1888444","225039","2113483","1047691","1018836","0","1018836","348146","669071","2207187","2876258","180605","0","180605","1645910","0","1645910","13698869","3743401","17442270","1361825","0","1361825","","","","","","","15060694","3743401","18804095","7888217","1689966","","","9578183","361565","","145910","","","","",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"102076","2051714","41211","2092925","1537827","35301","0","35301","21702","43283","0","43283","25424","355354","11651","367005","233297","415498","8903","424401","309400","617365","8527","625892","414140","522038","3349","525387","157500","355631","934776","1290407","51578","0","51578","70902","0","70902","4518664","1008417","5527081","635554","0","635554","","","","","","","5154218","1008417","6162635","2699290","220035","334065","","3253390","204461","","792","","","","",10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,11,31,11,11,10,11,10,31,10,31,31,31,31,31,31,11,10,11,10,10,10,31,10,10,31,10,31,31,31,31
"102094","57075403","2550432","59625835","45009154","1384189","8516678","9900867","5245998","8019022","740411","8759433","6207379","9145903","30925","9176828","7074621","6832831","679963","7512794","3368363","8719096","0","8719096","6979115","10461795","0","10461795","3852881","1511439","5363207","6874646","3094483","0","3094483","-2631474","171406","-2460068","103612687","18053022","121665709","10508877","0","10508877","218293008","0","218293008","","","","332414572","18053022","350467594","77737511","14465599","","","92203110","2628989","762800","269867","4017223","38598","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,10,10,31,31,10,10,10,10,10,10,31,31
"102155","319967","0","319967","319967","0","","0","0","0","","0","0","284334","0","284334","13848","462166","0","462166","433185","878628","0","878628","25006","217347","0","217347","15320","0","","0","0","","0","0","","0","2162442","0","2162442","","","","0","","0","0","","0","2162442","0","2162442","807326","108288","0","0","915614","16512","","","","","","",10,31,10,11,10,31,10,10,10,31,10,10,10,31,10,11,10,31,10,11,10,31,10,11,10,31,10,10,10,31,10,10,31,10,10,31,10,10,31,10,31,31,31,10,31,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31
"102164","217528","0","217528","215225","0","0","0","0","0","0","0","0","220362","0","220362","56500","237643","0","237643","189318","263899","0","263899","116835","137908","0","137908","0","40226","11641","51867","0","0","0","0","0","0","1117566","11641","1129207","0","0","0","","","","","","","1117566","11641","1129207","577878","18939","0","0","596817","21851","0","0","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,11,10,10,10,31,31,31,31
"102234","3431822","355012","3786834","2757144","","","","","0","443988","443988","229461","994522","56186","1050708","457305","1782797","14979","1797776","808629","2623015","40725","2663740","1325834","1722756","0","1722756","480936","3611553","1016795","4628348","261430","0","261430","","","","14427895","1927685","16355580","2686721","0","2686721","0","0","0","0","0","0","17114616","1927685","19042301","6059309","1565950","0","0","7625259","472169","132385","","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31
"102261","217447","0","217447","169768","","","","","","","","","41241","0","41241","26244","151751","0","151751","37583","496128","0","496128","224923","73465","156367","229832","33329","93128","245319","338447","135970","0","135970","","","","1209130","401686","1610816","163586","0","163586","","","","","","","1372716","401686","1774402","491847","70761","","","562608","41241","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,16,16,16,10,31,10,31,31,31,11,11,11,10,10,10,31,31,31,31,31,31,11,11,11,10,10,31,31,10,10,31,31,31,31,31,31
"102270","2110695","704864","2815559","1761072","","","","","185685","0","185685","126118","601996","946947","1548943","713643","572324","180943","753267","423294","1531727","486888","2018615","786457","1036835","154873","1191708","473890","473856","2140651","2614507","39455","0","39455","4000","0","4000","6556573","4615166","11171739","1580414","41911","1622325","","","","","","","8136987","4657077","12794064","4284474","765652","","","5050126","301604","75922","","","","","",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,18,10,18,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"102298","1663874","318129","1982003","1676115","0","342341","342341","118664","1202","459429","460631","251522","522220","325823","848043","466657","757617","202874","960491","612662","918918","431175","1350093","617716","1745262","763505","2508767","612864","1024345","1530350","2554695","111865","0","111865","-152031","152031","0","6593272","4525657","11118929","1593671","60991","1654662","","","","","","","8186943","4586648","12773591","4356200","","","406262","4762462","411013","","","","","","",10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,18,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,31,10,10,10,31,31,31,31,31,31
"102313","2017244","404715","2421959","1914927","","","","","83300","0","83300","68977","222305","328294","550599","355780","354604","101581","456185","298013","512076","236182","748258","482460","459906","359419","819325","221436","151492","1024481","1175973","39043","0","39043","68618","0","68618","3908588","2454672","6363260","208500","0","208500","","","","","","","4117088","2454672","6571760","3341593","711656","","","4053249","14218","","","","","","",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"102322","3170112","0","3170112","2591891","2529","0","2529","","290692","0","290692","91118","1029133","0","1029133","677705","564598","156998","721596","521960","748566","24295","772861","344680","547321","0","547321","92535","79132","725670","804802","390000","0","390000","306064","0","306064","7128147","906963","8035110","669887","0","669887","","","","","","","7798034","906963","8704997","4319889","564189","","","4884078","442159","","-76787","","","","",10,31,10,10,10,31,10,31,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"102359","3184833","424582","3609415","2621302","","","","","183783","0","183783","101095","294438","0","294438","164160","614981","0","614981","461685","1589424","0","1589424","898953","480043","0","480043","73141","4000","633100","637100","47974","0","47974","421036","0","421036","6820512","1057682","7878194","830036","0","830036","","","","","","","7650548","1057682","8708230","4320336","562285","182486","","5065107","111447","","","","","","",10,10,10,10,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31
