UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XCMPFEE1,CMPFEE1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XCMPFEE2,CMPFEE2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XCMPFEE3,CMPFEE3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,XCMP1AY0,CMP1AY0,XCMP1AY1,CMP1AY1,XCMP1AY2,CMP1AY2,XCMP1AY3,CMP1AY3,CMP1GTD,XCMP2AY0,CMP2AY0,XCMP2AY1,CMP2AY1,XCMP2AY2,CMP2AY2,XCMP2AY3,CMP2AY3,CMP2GTD,XCMP3AY0,CMP3AY0,XCMP3AY1,CMP3AY1,XCMP3AY2,CMP3AY2,XCMP3AY3,CMP3AY3,CMP3GTD 
197647,"R",9400,"R",0,"A",.,"A",.,"R",9400,"Z",0,"A",.,"A",.,"R",9400,"Z",0,"A",.,"A",.,"R",9000,"R",0,"R",300,"R",9000,"Z",0,"R",300,"R",9000,"Z",0,"R",300,"R",7500,"R",0,"R",7500,"R",8200,"R",0,"R",8200,"R",9000,"R",0,"R",9000,"R",9400,"R",0,"R",9400,.,.,"R",7500,"R",0,"R",7500,"R",8200,"R",0,"R",8200,"R",9000,"R",0,"R",9000,"R",9400,"R",0,"R",9400,.,.,"R",7500,"R",0,"R",7500,"R",8200,"R",0,"R",8200,"R",9000,"R",0,"R",9000,"R",9400,"R",0,"R",9400,.,.,"R",200,"R",200,"R",200,"R",200,"R",3000,"R",3300,"R",3500,"R",3600,"R",2800,"R",2800,"R",2800,"R",3300,"R",11540,"R",11904,"R",12515,"R",12230,"R",2800,"R",2800,"R",2800,"R",3300,"R",4600,"R",4600,"R",4600,"R",5100,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197674,"R",6700,"R",0,"A",.,"A",.,"R",6700,"Z",0,"A",.,"A",.,"R",6700,"Z",0,"A",.,"A",.,"R",6000,"R",0,"A",.,"R",6000,"Z",0,"A",.,"R",6000,"Z",0,"A",.,"R",5000,"R",0,"R",5000,"R",5300,"R",0,"R",5300,"R",6000,"R",0,"R",6000,"R",6700,"R",0,"R",6700,.,.,"R",5000,"R",0,"R",5000,"R",5300,"R",0,"R",5300,"R",6000,"R",0,"R",6000,"R",6700,"R",0,"R",6700,.,.,"R",5000,"R",0,"R",5000,"R",5300,"R",0,"R",5300,"R",6000,"R",0,"R",6000,"R",6700,"R",0,"R",6700,.,.,"R",300,"R",300,"R",300,"R",300,"R",2500,"R",2500,"R",3000,"R",3300,"R",3000,"R",3000,"R",3000,"R",3000,"R",14420,"R",14450,"R",14904,"R",15350,"R",3000,"R",3000,"R",3000,"R",3000,"R",4800,"R",4800,"R",4800,"R",4800,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197692,"R",14500,"R",0,"A",.,"A",.,"R",14500,"Z",0,"A",.,"A",.,"R",14500,"Z",0,"A",.,"A",.,"R",14500,"R",0,"A",.,"R",14500,"Z",0,"A",.,"R",14500,"Z",0,"A",.,"R",10150,"B",.,"R",10150,"R",11000,"B",.,"R",11000,"R",11750,"B",.,"R",11750,"R",12750,"B",.,"R",12750,.,.,"R",10150,"B",.,"R",10150,"R",11000,"B",.,"R",11000,"R",11750,"B",.,"R",11750,"R",12750,"B",.,"R",12750,.,.,"R",10150,"B",.,"R",10150,"R",11000,"B",.,"R",11000,"R",11750,"B",.,"R",11750,"R",12750,"B",.,"R",12750,.,.,"R",100,"R",100,"R",100,"R",100,"R",1750,"R",1750,"R",1750,"R",1750,"R",350,"R",350,"R",350,"R",350,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197708,"R",31594,"R",500,"R",1075,"A",.,"R",31594,"R",500,"R",1075,"A",.,"R",31594,"R",500,"R",1075,"A",.,"R",26000,"R",175,"R",1022,"R",26000,"R",175,"R",1022,"R",26000,"R",175,"R",1022,"R",27720,"R",500,"R",28220,"R",30060,"R",500,"R",30560,"R",31594,"R",500,"R",32094,"R",31594,"R",500,"R",32094,.,.,"R",27720,"R",500,"R",28220,"R",30060,"R",500,"R",30560,"R",31594,"R",500,"R",32094,"R",31594,"R",500,"R",32094,.,.,"R",27720,"R",500,"R",28220,"R",30060,"R",500,"R",30560,"R",31594,"R",500,"R",32094,"R",31594,"R",500,"R",32094,.,.,"R",1100,"R",1100,"R",1100,"R",1224,"R",8670,"R",9410,"R",9880,"R",10380,"R",1125,"R",1125,"R",3101,"R",3101,"R",6525,"R",6525,"R",7850,"R",7850,"R",2925,"R",2925,"R",3600,"R",3600,"R",2925,"R",2925,"R",2250,"R",2250,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197735,"R",5700,"R",0,"A",.,"A",.,"R",5700,"Z",0,"A",.,"A",.,"R",5700,"Z",0,"A",.,"A",.,"R",1000,"Z",0,"A",.,"R",1000,"Z",0,"A",.,"R",1000,"Z",0,"A",.,"R",4500,"R",0,"R",4500,"R",4900,"R",0,"R",4900,"R",5250,"R",0,"R",5250,"R",5700,"R",0,"R",5700,.,.,"R",4500,"R",0,"R",4500,"R",4900,"R",0,"R",4900,"R",5250,"R",0,"R",5250,"R",5700,"R",0,"R",5700,.,.,"R",4500,"R",0,"R",4500,"R",4900,"R",0,"R",4900,"R",5250,"R",0,"R",5250,"R",5700,"R",0,"R",5700,.,.,"R",200,"R",200,"R",200,"R",200,"R",1650,"R",1650,"R",1650,"R",1650,"R",2800,"R",2800,"R",2800,"R",3300,"R",11540,"R",11904,"R",12515,"R",12230,"R",2800,"R",2800,"R",2800,"R",3300,"R",4600,"R",4600,"R",4600,"R",5100,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197744,"R",9800,"R",100,"A",.,"A",.,"R",9800,"R",100,"A",.,"A",.,"R",9800,"R",100,"A",.,"A",.,"R",10000,"R",100,"R",333,"R",10000,"R",100,"R",333,"R",10000,"R",100,"R",333,"R",7200,"R",100,"R",7300,"R",8200,"R",100,"R",8300,"R",9000,"R",100,"R",9100,"R",9800,"R",100,"R",9900,.,.,"R",7200,"R",100,"R",7300,"R",8200,"R",100,"R",8300,"R",9000,"R",100,"R",9100,"R",9800,"R",100,"R",9900,.,.,"R",7200,"R",100,"R",7300,"R",8200,"R",100,"R",8300,"R",9000,"R",100,"R",9100,"R",9800,"R",100,"R",9900,.,.,"R",200,"R",200,"R",200,"R",200,"R",3000,"R",2800,"R",2800,"R",3200,"R",2800,"R",2800,"R",2800,"R",3300,"R",11540,"R",11904,"R",12515,"R",12230,"R",2800,"R",2800,"R",2800,"R",3300,"R",4600,"R",4600,"R",4600,"R",5100,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197814,"R",1600,"R",90,"R",50,"A",.,"R",1600,"R",90,"R",50,"A",.,"R",7722,"R",90,"R",241,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1264,"R",70,"R",1334,"R",1344,"R",70,"R",1414,"R",1344,"R",70,"R",1414,"R",1600,"R",90,"R",1690,.,.,"R",1264,"R",70,"R",1334,"R",1344,"R",70,"R",1414,"R",1344,"R",70,"R",1414,"R",1600,"R",90,"R",1690,.,.,"R",7024,"R",70,"R",7094,"R",7466,"R",70,"R",7536,"R",7466,"R",70,"R",7536,"R",7722,"R",90,"R",7812,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5700,"R",8325,"R",8325,"R",8325,"R",3000,"R",4150,"R",4150,"R",4150,"R",3000,"R",4150,"R",4150,"R",4150,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197832,"R",21888,"R",250,"R",456,"A",.,"R",21888,"R",250,"R",456,"A",.,"R",21888,"R",250,"R",456,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17906,"R",250,"R",18156,"R",19196,"R",250,"R",19446,"R",20448,"R",250,"R",20698,"R",21888,"R",250,"R",22138,.,.,"R",17906,"R",250,"R",18156,"R",19196,"R",250,"R",19446,"R",20448,"R",250,"R",20698,"R",21888,"R",250,"R",22138,.,.,"R",17906,"R",250,"R",18156,"R",19196,"R",250,"R",19446,"R",20448,"R",250,"R",20698,"R",21888,"R",250,"R",22138,.,.,"R",1530,"R",1800,"R",2250,"R",2328,"R",6885,"R",7035,"R",7200,"R",7425,"R",4500,"R",5100,"R",5355,"R",5769,"R",10323,"R",8700,"R",10440,"R",8469,"R",4500,"R",5100,"R",5355,"R",5769,"R",4500,"R",5100,"R",5355,"R",5769,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197850,"R",1600,"R",138,"R",50,"A",.,"R",1600,"R",138,"R",50,"A",.,"R",7722,"R",138,"R",241,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1264,"R",55,"R",1319,"R",1344,"R",76,"R",1420,"R",1344,"R",118,"R",1462,"R",1600,"R",138,"R",1738,.,.,"R",1264,"R",55,"R",1319,"R",1344,"R",76,"R",1420,"R",1344,"R",118,"R",1462,"R",1600,"R",138,"R",1738,.,.,"R",7024,"R",55,"R",7079,"R",7466,"R",76,"R",7542,"R",7466,"R",118,"R",7584,"R",7722,"R",138,"R",7860,.,.,"R",600,"R",770,"R",770,"R",770,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6750,"R",6750,"R",5559,"R",5559,"R",2160,"R",2160,"R",5339,"R",5339,"R",2160,"R",2160,"R",5339,"R",5339,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197869,"R",2341,"R",2150,"R",183,"A",.,"R",2341,"R",2150,"R",183,"A",.,"R",12962,"R",2150,"R",902,"A",.,"R",2779,"R",2180,"R",308,"R",2779,"R",2180,"R",308,"R",13193,"R",2180,"R",1329,"R",2221,"R",1802,"R",4023,"R",2221,"R",2020,"R",4241,"R",2263,"R",2070,"R",4333,"R",2341,"R",2150,"R",4491,.,.,"R",2221,"R",1802,"R",4023,"R",2221,"R",2020,"R",4241,"R",2263,"R",2070,"R",4333,"R",2341,"R",2150,"R",4491,.,.,"R",11963,"R",1802,"R",13765,"R",11963,"R",2020,"R",13983,"R",12322,"R",2070,"R",14392,"R",12962,"R",2150,"R",15112,.,.,"R",600,"R",600,"R",700,"R",700,"R",5650,"R",5990,"R",6160,"R",6400,"R",2300,"R",2450,"R",2500,"R",2800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197887,"R",1200,"R",55,"R",50,"A",.,"R",1200,"R",55,"R",50,"A",.,"R",5791,"R",55,"R",241,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",948,"R",27,"R",975,"R",1008,"R",31,"R",1039,"R",1008,"R",55,"R",1063,"R",1200,"R",55,"R",1255,.,.,"R",948,"R",27,"R",975,"R",1008,"R",31,"R",1039,"R",1008,"R",55,"R",1063,"R",1200,"R",55,"R",1255,.,.,"R",5268,"R",37,"R",5305,"R",5604,"R",31,"R",5635,"R",5599,"R",55,"R",5654,"R",5791,"R",55,"R",5846,.,.,"R",772,"R",980,"R",980,"R",1080,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7195,"R",7195,"R",7195,"R",7195,"R",3338,"R",3770,"R",3986,"R",3986,"R",6935,"R",7367,"R",7583,"R",7583,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197911,"R",19100,"R",1548,"R",810,"A",.,"R",19100,"R",1548,"R",810,"A",.,"R",19100,"R",1548,"R",810,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16352,"R",1302,"R",17654,"R",17490,"R",1396,"R",18886,"R",18460,"R",1478,"R",19938,"R",19100,"R",1548,"R",20648,.,.,"R",16352,"R",1302,"R",17654,"R",17490,"R",1396,"R",18886,"R",18460,"R",1478,"R",19938,"R",19100,"R",1548,"R",20648,.,.,"R",16352,"R",1302,"R",17654,"R",17490,"R",1396,"R",18886,"R",18460,"R",1478,"R",19938,"R",19100,"R",1548,"R",20648,.,.,"R",1100,"R",1100,"R",1100,"R",1100,"R",6264,"R",6520,"R",6782,"R",7012,"R",3982,"R",3994,"R",3994,"R",3994,"R",9000,"R",9000,"R",9200,"R",9500,"R",4450,"R",4450,"R",4600,"R",4750,"R",4450,"R",4450,"R",4600,"R",4750,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197966,"R",1600,"R",64,"R",52,"A",.,"R",1600,"R",64,"R",52,"A",.,"R",7722,"R",64,"R",243,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1264,"R",64,"R",1328,"R",1344,"R",64,"R",1408,"R",1344,"R",64,"R",1408,"R",1600,"R",64,"R",1664,.,.,"R",1264,"R",64,"R",1328,"R",1344,"R",64,"R",1408,"R",1344,"R",64,"R",1408,"R",1600,"R",64,"R",1664,.,.,"R",7024,"R",64,"R",7088,"R",7466,"R",64,"R",7530,"R",7466,"R",64,"R",7530,"R",7722,"R",64,"R",7786,.,.,"R",800,"R",900,"R",1200,"R",944,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7000,"R",6930,"R",7245,"R",7265,"R",3522,"R",3622,"R",3847,"R",4472,"R",3522,"R",3622,"R",6092,"R",6742,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197984,"R",20356,"R",2156,"R",679,"A",.,"R",20356,"R",2156,"R",679,"A",.,"R",20356,"R",2156,"R",679,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16726,"R",1002,"R",17728,"R",16870,"R",1926,"R",18796,"R",19114,"R",1925,"R",21039,"R",20356,"R",2156,"R",22512,.,.,"R",16726,"R",1002,"R",17728,"R",16870,"R",1926,"R",18796,"R",19114,"R",1925,"R",21039,"R",20356,"R",2156,"R",22512,.,.,"R",16726,"R",1002,"R",17728,"R",16870,"R",1926,"R",18796,"R",19114,"R",1925,"R",21039,"R",20356,"R",2156,"R",22512,.,.,"R",900,"R",900,"R",900,"R",1000,"R",9430,"R",9713,"R",9866,"R",9948,"R",3700,"R",3700,"R",4000,"R",4000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197993,"R",13258,"R",1976,"R",552,"A",.,"R",13258,"R",1976,"R",552,"A",.,"R",13258,"R",1976,"R",552,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12314,"R",1836,"R",14150,"R",12748,"R",1900,"R",14648,"R",12748,"R",1900,"R",14648,"R",13258,"R",1976,"R",15234,.,.,"R",12314,"R",1836,"R",14150,"R",12748,"R",1900,"R",14648,"R",12748,"R",1900,"R",14648,"R",13258,"R",1976,"R",15234,.,.,"R",12314,"R",1836,"R",14150,"R",12748,"R",1900,"R",14648,"R",12748,"R",1900,"R",14648,"R",13258,"R",1976,"R",15234,.,.,"R",1200,"R",1200,"R",1200,"R",1400,"R",6258,"R",6478,"R",6478,"R",6736,"R",3000,"R",3000,"R",3000,"R",3106,"R",6258,"R",6478,"R",6478,"R",6736,"R",3000,"R",3000,"R",3000,"R",3000,"R",1926,"R",1926,"R",1926,"R",2000,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
198011,"R",1400,"R",82,"R",50,"A",.,"R",1400,"R",82,"R",50,"A",.,"R",6756,"R",82,"R",241,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1252,"R",83,"R",1335,"R",1332,"R",83,"R",1415,"R",1332,"R",83,"R",1415,"R",1600,"R",83,"R",1683,.,.,"R",1252,"R",83,"R",1335,"R",1332,"R",83,"R",1415,"R",1332,"R",83,"R",1415,"R",1600,"R",83,"R",1683,.,.,"R",6740,"R",83,"R",6823,"R",7453,"R",83,"R",7536,"R",7453,"R",83,"R",7536,"R",7721,"R",83,"R",7804,.,.,"R",900,"R",1125,"R",1125,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4260,"R",5112,"R",5112,"R",6190,"R",3430,"R",4116,"R",4116,"R",4700,"R",2700,"R",3200,"R",3200,"R",3300,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
198039,"R",1600,"R",95,"R",50,"A",.,"R",1600,"R",95,"R",50,"A",.,"R",7722,"R",95,"R",241,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1264,"R",72,"R",1336,"R",1344,"R",73,"R",1417,"R",1344,"R",73,"R",1417,"R",1600,"R",95,"R",1695,.,.,"R",1264,"R",72,"R",1336,"R",1344,"R",73,"R",1417,"R",1344,"R",73,"R",1417,"R",1600,"R",95,"R",1695,.,.,"R",7024,"R",72,"R",7096,"R",7464,"R",73,"R",7537,"R",7464,"R",73,"R",7537,"R",7722,"R",95,"R",7817,.,.,"R",900,"R",1000,"R",1100,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7364,"R",7541,"R",7850,"R",7850,"R",4283,"R",4541,"R",4727,"R",4964,"R",4283,"R",4541,"R",4727,"R",4964,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
198066,"R",20900,"R",0,"R",770,"A",.,"R",20900,"Z",0,"R",770,"A",.,"R",20900,"Z",0,"R",770,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16820,"R",50,"R",16870,"R",18700,"R",50,"R",18750,"R",19990,"R",60,"R",20050,"R",20900,"R",0,"R",20900,.,.,"R",16820,"R",50,"R",16870,"R",18700,"R",50,"R",18750,"R",19990,"R",60,"R",20050,"R",20900,"R",0,"R",20900,.,.,"R",16820,"R",50,"R",16870,"R",18700,"R",50,"R",18750,"R",19990,"R",60,"R",20050,"R",20900,"R",0,"R",20900,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",6150,"R",7050,"R",7540,"R",7850,"R",2000,"R",2000,"R",2000,"R",2000,"R",4000,"R",4000,"R",4500,"R",4500,"R",2000,"R",2000,"R",2000,"R",2000,"R",4000,"R",4000,"R",4250,"R",4250,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
198084,"R",1600,"R",100,"R",50,"A",.,"R",1600,"R",100,"R",50,"A",.,"R",7720,"R",100,"R",241,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1264,"R",100,"R",1364,"R",1344,"R",100,"R",1444,"R",1344,"R",100,"R",1444,"R",1600,"R",100,"R",1700,.,.,"R",1264,"R",100,"R",1364,"R",1344,"R",100,"R",1444,"R",1344,"R",100,"R",1444,"R",1600,"R",100,"R",1700,.,.,"R",7008,"R",100,"R",7108,"R",7464,"R",100,"R",7564,"R",7464,"R",100,"R",7564,"R",7720,"R",100,"R",7820,.,.,"R",1000,"R",1000,"R",1230,"R",1230,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4950,"R",4950,"R",5742,"R",5742,"R",1250,"R",1250,"R",3307,"R",3307,"R",1250,"R",1250,"R",3307,"R",3307,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
198109,"R",9660,"R",290,"R",300,"A",.,"R",9660,"R",290,"R",300,"A",.,"R",9660,"R",290,"R",300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7700,"R",250,"R",7950,"R",8500,"R",250,"R",8750,"R",9200,"R",250,"R",9450,"R",9660,"R",290,"R",9950,.,.,"R",7700,"R",250,"R",7950,"R",8500,"R",250,"R",8750,"R",9200,"R",250,"R",9450,"R",9660,"R",290,"R",9950,.,.,"R",7700,"R",250,"R",7950,"R",8500,"R",250,"R",8750,"R",9200,"R",250,"R",9450,"R",9660,"R",290,"R",9950,.,.,"R",1300,"R",1300,"R",1300,"R",1300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6400,"R",7680,"R",7680,"R",8320,"R",4800,"R",5120,"R",5280,"R",5600,"R",4800,"R",5120,"R",5280,"R",5600,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
198118,"R",1600,"R",56,"R",50,"A",.,"R",1600,"R",56,"R",50,"A",.,"R",7722,"R",56,"R",241,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1208,"R",56,"R",1264,"R",1320,"R",56,"R",1376,"R",1343,"R",56,"R",1399,"R",1600,"R",56,"R",1656,.,.,"R",1208,"R",56,"R",1264,"R",1320,"R",56,"R",1376,"R",1343,"R",56,"R",1399,"R",1600,"R",56,"R",1656,.,.,"R",6968,"R",56,"R",7024,"R",7442,"R",56,"R",7498,"R",7498,"R",56,"R",7554,"R",7722,"R",56,"R",7778,.,.,"R",1000,"R",1000,"R",1000,"R",1650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8505,"R",8505,"R",8505,"R",11098,"R",2646,"R",2646,"R",2646,"R",6528,"R",2628,"R",2628,"R",2628,"R",10662,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
198136,"R",20700,"R",740,"R",370,"A",.,"R",20700,"R",740,"R",370,"A",.,"R",20700,"R",740,"R",370,"A",.,"R",5580,"R",0,"R",465,"R",5580,"Z",0,"R",465,"R",5580,"Z",0,"R",465,"R",16850,"R",342,"R",17192,"R",18200,"R",650,"R",18850,"R",19650,"R",700,"R",20350,"R",20700,"R",740,"R",21440,.,.,"R",16850,"R",342,"R",17192,"R",18200,"R",650,"R",18850,"R",19650,"R",700,"R",20350,"R",20700,"R",740,"R",21440,.,.,"R",16850,"R",342,"R",17192,"R",18200,"R",650,"R",18850,"R",19650,"R",700,"R",20350,"R",20700,"R",740,"R",21440,.,.,"R",1000,"R",1200,"R",1500,"R",1800,"R",5478,"R",6300,"R",6830,"R",7200,"R",4346,"R",4140,"R",4384,"R",4647,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
198154,"R",1600,"R",137,"R",50,"A",.,"R",1600,"R",137,"R",50,"A",.,"R",7722,"R",137,"R",241,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1264,"R",70,"R",1334,"R",1344,"R",70,"R",1414,"R",1344,"R",137,"R",1481,"R",1600,"R",137,"R",1737,.,.,"R",1264,"R",70,"R",1334,"R",1344,"R",70,"R",1414,"R",1344,"R",137,"R",1481,"R",1600,"R",137,"R",1737,.,.,"R",7024,"R",70,"R",7094,"R",7466,"R",70,"R",7536,"R",7466,"R",137,"R",7603,"R",7722,"R",137,"R",7859,.,.,"R",1500,"R",1200,"R",1230,"R",1260,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8000,"R",6700,"R",5742,"R",5654,"R",1300,"R",2000,"R",5446,"R",5886,"R",1300,"R",2000,"R",5446,"R",5886,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
