unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,part,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"101648","344657","0","344657","303501","0","0","0","0","0","0","0","0","84653","0","84653","55899","505829","0","505829","257516","332972","0","332972","137102","529015","0","529015","141974","219940","77879","297819","258180","0","258180","0","0","0","2275246","77879","2353125","301237","0","301237","0","0","0","0","0","0","2576483","77879","2654362","895992","94769","0","0","990761","37542","0","0","0","0","0","0","B",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101675","914159","1038716","1952875","1171892","0","0","0","0","0","0","0","0","209472","48053","257525","111729","770595","454749","1225344","460457","1863086","23848","1886934","582968","918643","11192","929835","29454","803341","1684173","2487514","0","0","0","0","0","0","5479296","3260731","8740027","633404","46626","680030","0","0","0","0","0","0","6112700","3307357","9420057","2356500","329910","0","0","2686410","257525","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"101693","4078478","0","4078478","3309852","0","0","0","0","0","0","0","0","302528","19114","321642","220601","1790516","27457","1817973","908770","3031068","11379","3042447","681085","1495886","208","1496094","106114","2829027","1429469","4258496","527674","0","527674","26275","-81855","-55580","14081452","1405772","15487224","861815","32554","894369","0","0","0","0","0","0","14943267","1438326","16381593","5226422","1296146","0","0","6522568","167944","0","0","0","0","0","0","B",10,31,11,10,31,31,31,31,31,31,31,31,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101709","8672345","477505","9149850","6909162","8497","0","8497","0","0","361891","361891","189344","2544205","31133","2575338","1305726","2665824","482301","3148125","1681858","2197426","128082","2325508","1004240","2730860","5150","2736010","1204059","1051005","1849301","2900306","55278","0","55278","-23492","0","-23492","19901948","3335363","23237311","5284786","0","5284786","0","0","0","0","0","0","25186734","3335363","28522097","12294389","2106432","0","672326","15073147","741612","603984","666345","0","0","0","0","B",10,10,10,10,10,31,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31
"101736","3785966","205248","3991214","2951444","181311","165914","347225","131021","0","0","0","0","803503","379024","1182527","722416","607913","355866","963779","607568","1192058","2736","1194794","647555","1038961","19232","1058193","372943","399845","1520472","1920317","670117","0","670117","283906","0","283906","8963580","2648492","11612072","951796","6543","958339","0","0","0","0","0","0","9915376","2655035","12570411","5432947","680218","0","589632","6702797","213734","0","0","0","0","0","0","B",10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"101879","13021620","52215","13073835","9927366","103875","579005","682880","269932","397282","373837","771119","444336","2670557","63755","2734312","1728063","3983368","52088","4035456","1893183","3884088","26302","3910390","2465531","3365720","20873","3386593","1583948","470260","2469391","2939651","425839","0","425839","240000","0","240000","28562609","3637466","32200075","2605208","23749","2628957","0","0","0","0","0","0","31167817","3661215","34829032","18312359","3905160","0","0","22217519","1521163","0","60000","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"101897","2149058","191795","2340853","1765090","0","0","0","0","0","0","0","0","610789","38997","649786","428509","629353","8202","637555","472986","612048","7287","619335","379668","583988","0","583988","198422","377245","1112004","1489249","35344","0","35344","70000","0","70000","5067825","1358285","6426110","78098","0","78098","0","0","0","0","0","0","5145923","1358285","6504208","3244675","413202","0","388704","4046581","154104","0","45000","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,11,31,11,31,31,31,31,31,31,11,10,11,10,10,31,10,10,10,31,10,31,31,31,31
"101903","1906153","131371","2037524","1559539","1851","0","1851","0","7604","292738","300342","173452","358579","21144","379723","233840","388891","438743","827634","475063","477012","28653","505665","262084","468508","5543","474051","165110","380546","1013409","1393955","26423","0","26423","-430171","0","-430171","3585396","1931601","5516997","521406","0","521406","0","0","0","0","0","0","4106802","1931601","6038403","2869088","272447","0","288140","3429675","131796","0","274885","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101912","4214952","9119","4224071","3201055","0","106286","106286","0","0","0","0","0","1847374","151482","1998856","1267285","1237983","0","1237983","667323","2757632","83765","2841397","1321353","1750277","22908","1773185","787782","1023216","2120375","3143591","0","0","0","0","0","0","12831434","2493935","15325369","3524245","0","3524245","0","0","0","552549","0","552549","16908228","2493935","19402163","7244798","2011108","0","0","9255906","471346","0","0","0","0","0","0","B",10,10,10,10,31,10,10,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,10,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101949","2602747","492045","3094792","2245353","278686","62695","341381","165168","0","0","0","0","763369","81094","844463","297406","521293","743054","1264347","848106","737291","5965","743256","365256","893048","56","893104","263084","342548","1442156","1784704","68587","0","68587","35000","0","35000","6242569","2827065","9069634","489124","4198","493322","0","0","0","0","0","0","6731693","2831263","9562956","4184373","447806","577359","431024","5640562","206958","0","-35000","0","0","0","0","B",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,31,31,31,31
"101958","93675","0","93675","86509","0","0","0","0","0","0","0","0","68013","0","68013","39869","21935","0","21935","19205","27586","0","27586","23869","77908","0","77908","0","0","48537","48537","0","0","0","0","0","0","289117","48537","337654","0","0","0","0","0","0","0","0","0","289117","48537","337654","169452","30436","0","0","199888","140","0","0","0","0","0","0","B",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,31,31,10,10,31,31,31,31,31,31,10,10,10,10,31,31,31,31,31,31,31,31,18,18,18,10,10,31,31,10,16,31,31,31,31,31,31
"101994","1638757","170973","1809730","1343548","318321","0","318321","139306","0","0","0","0","310577","152051","462628","241582","440425","81428","521853","320976","607462","0","607462","361885","288643","0","288643","79690","106245","661739","767984","28762","0","28762","6673","0","6673","3745865","1066191","4812056","164205","0","164205","0","0","0","0","0","0","3910070","1066191","4976261","2486987","251584","0","253964","2992535","158567","0","0","0","0","0","0","B",10,10,10,10,16,31,16,10,31,31,31,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,11,10,11,10,31,10,31,31,31,31,31,31,11,10,11,10,10,31,10,10,10,31,31,31,31,31,31
"102030","8609688","625547","9235235","6929557","425593","373298","798891","509428","157037","144573","301610","221971","803902","114546","918448","575425","1429463","529192","1958655","1322111","2156517","1305924","3462441","1701473","1483668","234237","1717905","450737","398949","3852034","4250983","531318","0","531318","-76703","0","-76703","15919432","7179351","23098783","1404119","1367","1405486","0","0","0","0","0","0","17323551","7180718","24504269","11710702","1120287","0","1236350","14067339","275977","0","-11293","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,31,10,10,31,10,10,18,18,10,10,10,31,31,31,31,31,31,10,18,18,10,10,31,10,10,10,31,10,31,31,31,31
"102049","19250188","3295450","22545638","14920425","0","9719","9719","0","689154","155728","844882","254502","4050846","362660","4413506","622869","5875821","548671","6424492","2840682","4513755","1318081","5831836","2982349","3852171","333321","4185492","1594261","5818018","2680586","8498604","1528938","0","1528938","-409531","-420867","-830398","45169360","8283349","53452709","7062670","70961","7133631","0","0","0","0","0","0","52232030","8354310","60586340","23215088","6659755","0","0","29874843","2420780","1014162","0","0","0","0","0","B",10,10,10,10,31,10,10,10,10,10,10,10,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,31,10,10,10,10,18,11,11,10,10,10,31,31,31,31,31,31,11,11,11,10,10,10,10,10,10,10,31,31,31,31,31
"102058","522589","0","522589","439013","0","430109","430109","198990","0","37764","37764","27610","85426","70671","156097","91580","293858","15788","309646","183659","1568372","900007","2468379","525501","375279","0","375279","114114","525448","384797","910245","12029","31347","43376","0","0","0","3383001","1870483","5253484","600868","0","600868","0","0","0","0","0","0","3983869","1870483","5854352","1580467","154451","0","73533","1808451","44502","0","0","0","0","0","0","B",10,31,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,11,11,10,10,10,31,31,31,10,18,18,10,31,10,31,31,31,31,31,31,10,18,18,10,10,31,10,10,10,31,31,31,31,31,31
"102067","7445468","301642","7747110","5626284","586507","323846","910353","318321","0","0","0","0","1021496","298950","1320446","766036","1182954","486341","1669295","1185389","2258605","209563","2468168","1182489","1139443","0","1139443","401830","680862","2730779","3411641","189702","0","189702","2678461","0","2678461","17183498","4351121","21534619","1439692","0","1439692","0","0","0","0","0","0","18623190","4351121","22974311","9480349","876013","0","1086898","11443260","420608","0","178461","0","0","0","0","B",10,10,10,10,10,10,10,16,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,11,11,10,31,10,10,31,10,10,18,18,10,31,10,31,31,31,31,31,31,10,18,18,11,10,31,10,11,10,31,10,31,31,31,31
"102076","2306749","215194","2521943","1795193","5602","0","5602","0","47027","0","47027","27080","337575","11161","348736","247875","399266","6278","405544","300612","666377","6818","673195","458253","636914","633","637547","187560","460548","920520","1381068","49319","0","49319","35983","0","35983","4945360","1160604","6105964","664841","0","664841","0","0","0","0","0","0","5610201","1160604","6770805","3016573","250771","0","358930","3626274","191912","0","9361","0","0","0","0","B",10,10,10,10,10,31,10,31,10,31,10,10,10,10,10,10,11,10,11,10,10,10,10,11,10,10,10,10,10,11,11,10,31,10,11,31,11,11,18,18,10,31,10,31,31,31,31,31,31,11,18,18,11,11,31,10,11,10,31,10,31,31,31,31
"102094","57604442","3115128","60719570","47097619","1973002","9098581","11071583","5981663","10553449","897911","11451360","7896818","10810826","68842","10879668","7629974","7667197","609837","8277034","3693717","8672519","26712","8699231","7128727","11671084","0","11671084","4044634","1721757","4658588","6380345","2750203","0","2750203","871240","-269932","601308","114295719","18205667","132501386","11176952","0","11176952","217278326","0","217278326","0","0","0","342750997","18205667","360956664","83473152","15501104","0","0","98974256","3768391","919000","70552","3890945","433788","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,10,10,31,31,10,10,10,10,10,10,31,31
"102155","300219","0","300219","258421","0","0","0","0","0","0","0","0","86466","0","86466","47375","271703","0","271703","145266","383137","0","383137","116816","281838","0","281838","14231","88343","511593","599936","0","0","0","0","0","0","1411706","511593","1923299","705","0","705","0","0","0","0","0","0","1412411","511593","1924004","582109","17836","0","0","599945","22789","0","0","0","0","0","0","B",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,16,10,18,31,31,31,31,31,31,11,18,11,10,31,10,31,31,31,31,31,31,11,18,11,10,16,31,31,11,10,31,31,31,31,31,31
"102164","387186","0","387186","255371","0","0","0","","0","0","0","","20701","0","20701","3538","218683","0","218683","116134","409723","0","409723","120921","168590","0","168590","0","0","452890","452890","0","0","0","0","0","0","1204883","452890","1657773","0","0","0","0","0","0","0","0","0","1204883","452890","1657773","495964","17611","0","0","513575","20701","0","0","0","0","0","0","B",10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,20,10,10,10,20,10,10,10,10,31,11,11,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,10,10,10,10,10,10
"102234","3578956","432746","4011702","2724144","0","0","0","0","0","430377","430377","227783","1046428","88255","1134683","462801","1927018","23478","1950496","841508","2596011","54604","2650615","1407129","1621573","500","1622073","75663","3630247","1077845","4708092","654566","0","654566","0","0","0","15054799","2107805","17162604","2581094","0","2581094","0","0","0","0","0","0","17635893","2107805","19743698","5739028","1523608","0","0","7262636","529764","127645","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"102261","260540","0","260540","194604","0","0","0","0","0","0","0","0","59405","0","59405","37590","143544","0","143544","38758","593896","0","593896","226962","100471","70131","170602","37534","76258","193098","269356","135657","0","135657","0","0","0","1369771","263229","1633000","207962","0","207962","0","0","0","0","0","0","1577733","263229","1840962","535448","75239","0","0","610687","59405","0","0","0","0","0","0","B",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"102270","2266866","766524","3033390","2130945","0","0","0","0","2545","175361","177906","117475","558846","947984","1506830","596029","591502","156974","748476","441295","1431252","452410","1883662","928008","1035184","99859","1135043","468151","616304","1616313","2232617","72481","0","72481","0","0","0","6574980","4215425","10790405","1554276","32110","1586386","0","0","0","0","0","0","8129256","4247535","12376791","4681903","727751","192239","0","5601893","311714","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31
"102298","1792609","441047","2233656","1813157","0","665756","665756","361985","1117","523290","524407","242129","558413","350702","909115","438037","900096","319023","1219119","692618","1259884","416047","1675931","551300","1608194","36878","1645072","624983","1464591","1685568","3150159","122075","0","122075","109280","0","109280","7816259","4438311","12254570","1740208","24730","1764938","0","0","0","0","0","0","9556467","4463041","14019508","4724209","0","0","563587","5287796","421237","0","0","0","0","0","0","B",10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,31,10,10,10,31,31,31,31,31,31
