UNITID,XFA01_1,FA01_1,XFA02_1,FA02_1,XFA04_1,FA04_1,XFA05_1,FA05_1,XFA06_1,FA06_1,XFA07_1,FA07_1,XFA08_1,FA08_1,XFA910_1,FA910_1,XFA11_1,FA11_1,XFA12_1,FA12_1,XFA13_1,FA13_1,XFA14_16,FA14_16,XFA17_1,FA17_1,XFAA01,FAA01,XFAA02,FAA02,XFAA03,FAA03,XFAA04,FAA04,XFAA05,FAA05,XFAA06,FAA06,XFAA07,FAA07,XFAA08,FAA08,XFAA09,FAA09,XFB01_1,FB01_1,XFB02_1,FB02_1,XFB03_1,FB03_1,XFB04_1,FB04_1,XFB05_1,FB05_1,XFB06_1,FB06_1,XFB07_1,FB07_1,XFB08_1,FB08_1,XFB910_1,FB910_1,XFB11_1,FB11_1,XFB12_1,FB12_1,XFC01,FC01,XFC02,FC02,XFC03_08,FC03_08,XFC09,FC09,XFC10,FC10,XFC11,FC11,XFC12,FC12,XFD05,FD05,XFD08,FD08,XFD17,FD17,XFD20,FD20,XFD23,FD23,XFD24,FD24,XFDC01_1,FDC01_1,XFDC02_1,FDC02_1,XFDC03_1,FDC03_1,XFDC04_1,FDC04_1 
199458,"R",415781,"R",0,"R",0,"R",0,"R",115924,"R",0,"R",0,"R",978903,"R",35321,"Z",0,"Z",0,"Z",0,"R",1545929,"C",108927,"C",9328,"Z",0,"Z",0,"C",48550,"Z",0,"Z",0,"Z",0,"Z",0,"R",398734,"C",0,"R",92793,"R",25464,"R",81081,"R",525302,"R",234167,"C",0,"C",0,"R",125167,"R",1482708,"R",1545929,"R",-1482708,"Z",0,"R",63221,"Z",0,"Z",0,"R",63221,"N",0,"N",715798,"N",424945,"N",201843,"N",89010,"C",290853,"Z",0,"Z",0,"Z",0,"Z",0,
199582,"R",5164531,"R",0,"R",0,"R",0,"R",3497265,"R",1320450,"R",0,"R",5840636,"R",2717451,"R",0,"R",5687442,"R",411744,"R",24639519,"C",2045521,"C",1010678,"C",1320450,"C",0,"C",707748,"C",1418727,"C",6503124,"R",4457603,"R",0,"R",8268181,"R",0,"R",0,"R",582781,"R",2986811,"R",7432666,"R",3578985,"R",0,"R",0,"R",0,"R",22849424,"R",24639519,"R",-22849424,"R",0,"R",1790095,"R",20495627,"R",0,"R",22285722,"R",18755454,"R",36865289,"R",14579567,"R",13265929,"R",9019793,"R",22285722,"R",145935,"R",21568019,"R",4668996,"Z",0,
199591,"N",6715112,"N",0,"N",0,"N",0,"N",129866,"N",0,"N",0,"N",1689086,"N",666705,"N",0,"N",1891767,"N",150780,"N",11243316,"N",58366,"N",16200,"N",0,"N",0,"N",48162,"N",382800,"N",505528,"N",0,"N",0,"N",3754473,"N",0,"N",0,"N",211628,"N",640825,"N",1798941,"N",1932805,"N",0,"N",0,"N",683891,"N",9022563,"N",11243316,"N",-9022563,"N",0,"N",2220753,"N",6878006,"N",0,"N",9098759,"N",7699184,"N",16010901,"N",6912142,"N",8551571,"N",547188,"N",9098759,"N",205600,"N",3758195,"N",1832419,"N",0,
199607,"R",4339326,"Z",0,"Z",0,"Z",0,"R",403445,"R",510344,"Z",0,"R",2938065,"R",6283594,"R",273055,"R",1846572,"R",302802,"R",16897203,"C",330994,"C",43451,"C",251250,"C",0,"C",942630,"C",1783988,"C",3352313,"Z",0,"Z",0,"R",3257622,"C",0,"C",0,"R",891176,"R",1344258,"R",1705393,"R",1926783,"C",0,"C",0,"R",1325210,"R",10450442,"R",16897203,"R",-10450442,"Z",0,"R",6446761,"R",38444151,"Z",0,"R",44890912,"R",31790324,"R",47943691,"R",3052779,"R",14572496,"R",30318416,"R",44890912,"R",1081790,"R",13982852,"R",3985450,"Z",0,
199643,"R",14965671,"Z",0,"Z",0,"Z",0,"R",6768825,"R",2405305,"Z",0,"R",2627988,"R",737202,"Z",0,"R",3215020,"R",245734,"R",30965745,"C",6149484,"C",2517904,"C",4810610,"C",0,"C",509356,"C",4457854,"C",18445208,"R",7073737,"R",2148867,"R",6441198,"R",408060,"R",47144,"R",718342,"R",1686103,"R",4202548,"R",2042110,"R",9222604,"C",0,"R",4987101,"R",29755210,"R",30965745,"R",-29755210,"Z",0,"R",1210535,"R",31053719,"Z",0,"R",32264254,"R",13039213,"R",46654533,"R",14390279,"R",23746491,"R",8517763,"R",32264254,"R",1368121,"R",25785481,"R",6982762,"Z",0,
199698,"R",3338816,"Z",0,"Z",0,"Z",0,"R",225179,"R",389487,"Z",0,"R",2569446,"R",894387,"Z",0,"R",3152290,"R",230051,"R",10799656,"C",235282,"C",76257,"C",387700,"C",0,"C",328889,"C",2509043,"C",3537171,"R",2973000,"Z",0,"R",2760742,"C",0,"C",0,"R",466133,"R",1734793,"R",2323161,"R",1540647,"C",0,"C",0,"R",2534346,"R",11359822,"R",10799656,"R",-11359822,"R",54516,"R",-505650,"R",13460223,"Z",0,"R",12954573,"R",9774945,"R",18553330,"R",5598757,"R",1738535,"R",11216038,"R",12954573,"R",1098525,"R",13987935,"R",4308320,"Z",0,
199759,"R",2039066,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7489806,"R",533044,"Z",0,"R",1497310,"R",610313,"R",12169539,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",2374044,"R",0,"R",0,"R",1298110,"R",242082,"R",2508861,"R",1177903,"R",936517,"R",1457748,"R",1132786,"R",11128051,"R",12169539,"R",-11128051,"R",-30310,"R",1011178,"R",29781578,"R",3951989,"R",34744745,"R",15101623,"R",37401537,"R",2656792,"R",21401224,"R",13343521,"R",34744745,"R",1069012,"R",18114474,"R",4606327,"Z",0,
199847,"R",70921715,"R",0,"R",1638000,"R",0,"R",58841955,"R",8170680,"R",0,"R",49710726,"R",148888989,"R",175979704,"R",48881540,"R",36288077,"R",599321386,"C",0,"C",444204,"C",570271,"C",0,"C",3523147,"C",20112422,"C",24650044,"R",24650044,"R",0,"R",85359215,"R",61444266,"R",8081385,"R",171398697,"R",5965597,"R",72614455,"R",39014816,"R",0,"R",23439116,"R",9695122,"R",477012669,"R",599321386,"R",-477012669,"R",-6931000,"R",115377717,"R",859902000,"R",94668000,"R",1069947717,"R",814425000,"R",1339602000,"R",269655000,"R",776743000,"R",293204000,"R",1069947000,"R",14763019,"R",303663541,"R",190049451,"Z",0,
199865,"R",7466385,"Z",0,"Z",0,"Z",0,"R",350703,"R",82200,"Z",0,"R",3869217,"R",5250896,"R",2148452,"Z",0,"R",744611,"R",19912464,"C",233946,"C",144898,"C",165803,"C",0,"C",0,"C",0,"C",544647,"Z",0,"Z",0,"R",3018494,"C",0,"R",307763,"R",857931,"R",1577008,"R",2105759,"R",1379234,"R",1239328,"C",202631,"R",2713207,"R",13401355,"R",19912464,"R",-13401355,"Z",0,"R",6511109,"R",35887376,"Z",0,"R",42398485,"R",1304279,"R",45699252,"R",3300767,"R",25770111,"R",16628374,"R",42398485,"R",1727228,"R",13670931,"R",9039957,"Z",0,
199962,"R",12462787,"Z",0,"Z",0,"Z",0,"R",97635,"R",335850,"Z",0,"R",3513970,"R",3725805,"Z",0,"R",3480519,"R",703262,"R",24319828,"C",0,"C",97635,"C",335850,"C",0,"C",0,"C",0,"C",433485,"Z",0,"Z",0,"R",5242052,"C",0,"C",0,"R",898420,"R",3191078,"R",2129845,"R",2288241,"R",4897176,"C",791738,"R",1459874,"R",20898424,"R",24319828,"R",-20898424,"C",0,"R",3421404,"R",42873849,"Z",0,"R",46295253,"R",5761015,"R",58124499,"R",11829246,"R",29134791,"R",17160462,"R",46295253,"R",3526612,"R",21771715,"R",8431305,"Z",0,
200156,"R",4564987,"Z",0,"Z",0,"Z",0,"R",415303,"Z",0,"Z",0,"R",1409417,"R",2682676,"Z",0,"R",2732384,"Z",0,"R",11804767,"C",0,"C",185447,"C",0,"C",0,"C",17003,"C",4114419,"C",4316869,"Z",0,"Z",0,"R",3037824,"C",0,"C",0,"R",191883,"R",892791,"R",1746953,"R",1832530,"C",0,"C",0,"R",2009557,"R",9711538,"R",11804767,"R",-9711538,"R",69796,"R",2163025,"R",24761796,"R",0,"R",26924821,"R",15418042,"R",34229983,"R",7305162,"R",11577957,"R",15346864,"R",26924821,"R",494789,"R",17671420,"R",8004005,"Z",0,
200217,"R",14440866,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12099,"R",2844318,"R",2049289,"Z",0,"R",2851149,"R",145571,"R",22343292,"C",1194563,"C",335366,"C",245524,"C",164822,"C",210520,"C",0,"C",2150795,"Z",0,"Z",0,"R",5811233,"C",0,"R",765638,"R",614627,"R",764729,"R",2368883,"R",2648604,"R",4270328,"C",0,"R",1147441,"R",18391483,"R",22343292,"R",-18391483,"R",376361,"R",4328170,"R",29409582,"R",0,"R",33737752,"R",16564501,"R",47422916,"R",13685164,"R",20175769,"R",13561983,"R",33737752,"R",4005898,"R",18971424,"R",2771111,"Z",0,
200244,"R",260712,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21436,"R",10167,"Z",0,"Z",0,"R",1278241,"R",1570556,"C",52012,"C",23550,"C",11400,"C",18870,"C",12450,"C",20000,"C",138282,"Z",0,"R",1680,"R",593379,"C",0,"C",0,"R",280888,"R",174958,"R",121797,"C",0,"C",0,"C",106985,"R",260945,"R",1538952,"C",1570556,"C",-1538952,"Z",0,"R",31604,"Z",0,"Z",0,"R",31604,"N",0,"N",715798,"N",424945,"N",201843,"N",89010,"N",290853,"Z",0,"Z",0,"Z",0,"Z",0,
200484,"R",1559597,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1603139,"R",143687,"Z",0,"R",682601,"R",15155,"R",4004179,"C",665516,"C",180480,"C",46800,"Z",0,"C",287550,"Z",0,"C",720927,"Z",0,"Z",0,"R",458743,"C",0,"C",0,"R",151219,"R",295990,"R",378653,"R",448756,"R",287550,"C",0,"R",590987,"R",2611898,"R",4004179,"R",-2611898,"C",0,"R",1392281,"R",2245429,"Z",0,"R",3637710,"R",2053178,"R",5565672,"R",1927962,"R",3282892,"R",354818,"R",3637710,"R",202210,"R",3644690,"R",1046484,"Z",0,
200554,"R",1053040,"Z",0,"Z",0,"Z",0,"R",7277749,"R",155079,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2050374,"R",10536242,"C",878943,"C",174097,"C",0,"C",0,"C",0,"C",0,"C",1053040,"Z",0,"Z",0,"R",1311385,"R",73041,"R",1333277,"R",434048,"R",2381207,"R",850476,"R",1321548,"R",1396321,"C",0,"R",1221115,"R",10322418,"R",10536242,"R",-10322418,"Z",0,"R",213824,"R",11448701,"Z",0,"R",11662525,"Z",0,"R",12054441,"R",391916,"R",11662525,"Z",0,"R",11662525,"R",315000,"R",8164000,"R",1991920,"Z",0,
201007,"R",6700354,"Z",0,"Z",0,"Z",0,"R",1241837,"R",28628,"R",195790,"R",3848654,"R",681168,"Z",0,"R",2310833,"R",179218,"R",15186482,"C",105095,"C",1401809,"C",160320,"C",131787,"C",574470,"C",2310298,"R",4683779,"R",2310298,"Z",0,"R",3913926,"R",48491,"R",656036,"R",953273,"R",1786646,"R",1641470,"R",2119233,"R",2120208,"R",0,"R",1505662,"R",14744945,"R",18186482,"R",-14744945,"N",10467,"R",3452004,"R",2273531,"R",-185700,"R",5539835,"R",1405264,"R",14941292,"R",4428909,"R",-8001623,"R",10530991,"R",2529368,"Z",0,"R",5054236,"Z",0,"Z",0,
201061,"R",1868833,"Z",0,"Z",0,"Z",0,"R",7414,"Z",0,"Z",0,"R",207048,"R",2947405,"Z",0,"Z",0,"R",28264,"R",5058964,"C",51997,"C",21455,"C",116829,"C",0,"C",27750,"C",173389,"C",391420,"Z",0,"Z",0,"R",1099227,"C",0,"R",533,"R",96597,"R",501884,"R",491123,"C",0,"R",173389,"C",0,"R",328521,"R",2691274,"R",5058964,"R",-2691274,"Z",0,"R",2367690,"R",2367690,"R",8213347,"R",12948727,"R",10170018,"R",11302232,"R",754195,"R",3545348,"R",7002689,"R",10548037,"R",101722,"R",1256803,"R",491502,"Z",0,
201104,"R",41953114,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1086363,"R",1121400,"R",381228,"R",10284805,"R",799414,"R",55626324,"C",1094647,"C",279679,"C",4442196,"C",0,"C",421632,"C",9549265,"C",15787419,"Z",0,"Z",0,"R",18788411,"C",0,"C",0,"R",1354505,"R",5355939,"R",8348759,"R",8687525,"R",9970897,"C",0,"R",3075850,"R",55581886,"R",55626324,"R",-55581886,"R",-37,"R",44401,"R",48466092,"R",4885784,"R",53396277,"R",31805114,"R",74316939,"R",20428083,"R",35826487,"R",38490452,"R",74316939,"Z",0,"Z",0,"Z",0,"Z",0,
201140,"R",357279,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2696892,"R",353378,"Z",0,"R",99438,"R",198564,"R",3705551,"C",0,"C",0,"C",0,"C",0,"C",210920,"C",0,"C",210920,"Z",0,"Z",0,"R",471212,"C",0,"C",0,"R",492470,"R",233448,"R",715421,"R",272023,"R",15120,"C",0,"R",670875,"R",2870569,"R",3705551,"R",-2870569,"Z",0,"R",834982,"R",14942688,"Z",0,"R",15777670,"R",5795825,"R",16186247,"R",408577,"R",8131786,"R",7645884,"R",15777670,"R",286066,"R",9109993,"R",1753649,"Z",0,
201195,"R",30073187,"R",5500473,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6880317,"R",20179133,"R",0,"R",11107437,"R",3026975,"R",76767522,"R",1153693,"R",829208,"R",2828774,"R",0,"R",11632144,"R",0,"R",16443819,"R",0,"R",0,"R",15660655,"R",0,"R",0,"R",4240958,"R",4649342,"R",7686417,"R",9410040,"R",0,"R",3895878,"R",7004090,"R",52547380,"R",76767522,"R",-52547380,"R",-220643,"R",23999499,"R",127284992,"R",0,"R",151284491,"R",93816512,"R",164848249,"R",13563758,"R",24470095,"R",126814396,"R",151284491,"R",3073882,"R",61530988,"R",9898030,"R",0,
201371,"R",8168636,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1825381,"R",637324,"R",0,"R",4118628,"R",374186,"R",15124155,"C",299315,"C",220971,"C",1263431,"C",0,"C",207395,"C",2040340,"C",4031452,"Z",0,"Z",0,"R",3855258,"R",0,"R",0,"R",2008147,"R",1911702,"R",2014533,"R",2944321,"R",0,"R",0,"R",1870584,"R",14604545,"R",15124155,"R",-14604545,"R",708823,"R",1228433,"R",20212934,"R",530419,"R",21971786,"R",12808027,"R",33353369,"R",11381583,"R",11732448,"R",10239338,"R",21971786,"R",517501,"R",16871923,"R",5441023,"R",0,
201548,"R",32730117,"Z",0,"Z",0,"Z",0,"R",675241,"R",2266539,"R",184886,"R",11012486,"R",5728311,"R",50349,"R",5735066,"R",1199148,"R",59582143,"C",1070780,"C",824453,"C",2210584,"Z",0,"C",271334,"C",10851876,"R",15229028,"R",10851876,"Z",0,"R",21445465,"Z",0,"R",98718,"R",4338260,"R",4593332,"R",5489465,"R",4926671,"R",3140831,"Z",0,"Z",0,"R",44032742,"R",59582143,"R",-44032742,"R",51102,"R",15600503,"R",75086119,"Z",0,"R",90686622,"R",47338559,"R",119381052,"R",28694430,"R",46201446,"R",44485176,"R",90686622,"R",3341751,"R",38092596,"R",14727436,"Z",0,
201645,"R",92009000,"Z",0,"R",5102000,"Z",0,"R",134875000,"R",8232000,"R",1639000,"R",97113000,"R",194270000,"Z",0,"R",31419000,"R",10846000,"R",575505000,"C",1021000,"C",1212000,"C",2474000,"C",0,"C",10846000,"C",27288000,"C",42841000,"R",42167000,"Z",0,"R",129612000,"R",125832000,"Z",0,"R",32472000,"R",12850000,"R",29655000,"R",28590000,"Z",0,"Z",0,"R",0,"R",359011000,"R",575505000,"R",-359011000,"C",-30785000,"R",185709000,"R",1403487000,"R",0,"R",1589196000,"R",973388000,"R",1814828000,"R",225722000,"R",909636000,"R",679470000,"R",1589106000,"R",21926000,"R",389213000,"R",149636000,"Z",0,
201654,"R",19000903,"R",0,"R",0,"R",0,"R",879275,"R",0,"R",0,"R",6806422,"R",1043937,"R",0,"R",11014222,"R",848336,"R",39593095,"R",634853,"R",244422,"R",913741,"R",0,"R",2137282,"R",0,"R",3930298,"R",2314627,"R",0,"R",9760716,"R",0,"R",0,"R",4359153,"R",1996323,"R",8945215,"R",5366365,"R",0,"R",0,"R",2581933,"R",33009705,"R",39593095,"R",-33009705,"R",42702,"R",6626092,"R",39135618,"R",0,"R",45761710,"R",8104585,"R",63710408,"R",17948698,"R",38000884,"R",7760826,"R",45761710,"R",1297919,"R",36732363,"R",5164893,"R",4739413,
201751,"R",595312,"R",0,"R",0,"R",0,"R",167386,"R",124340,"R",0,"R",230555,"R",75564,"R",515566,"R",0,"R",19285,"R",1728008,"R",155310,"R",12076,"R",124340,"R",0,"R",0,"R",97091,"R",388817,"Z",0,"Z",0,"R",688058,"R",0,"R",0,"R",180137,"R",68039,"R",334957,"R",0,"R",388817,"R",0,"R",0,"R",1660008,"R",1728008,"R",-1660008,"R",0,"R",68000,"R",931747,"R",0,"R",999747,"R",343979,"R",1068347,"R",68600,"R",939747,"R",60000,"R",999747,"R",0,"R",0,"R",597997,"R",0,
201858,"R",3285802,"Z",0,"Z",0,"Z",0,"R",65987,"R",328352,"Z",0,"C",1570863,"R",660038,"R",176065,"R",1235682,"C",15913,"R",7338702,"C",278976,"C",65987,"C",328352,"C",0,"C",21442,"C",387979,"R",1082736,"R",409421,"R",0,"R",1916360,"C",0,"C",0,"R",493063,"R",806879,"R",1796113,"R",1062746,"R",393521,"C",0,"R",448987,"R",6917669,"R",7338702,"R",-6917669,"R",130586,"R",551619,"R",5510803,"Z",0,"R",6062422,"R",2645944,"R",10114518,"R",4052096,"R",4631683,"R",1430739,"R",6062422,"R",439030,"R",7395769,"R",3598798,"Z",0,
201867,"R",994505,"Z",0,"Z",0,"Z",0,"R",61334,"R",99644,"Z",0,"R",78643,"Z",0,"R",131351,"R",37073,"R",18130,"R",1420680,"C",61334,"C",0,"C",99644,"C",0,"C",0,"C",0,"C",160978,"R",160978,"Z",0,"R",592498,"C",0,"C",0,"R",20683,"C",0,"R",255603,"R",82480,"R",6027,"C",0,"R",266525,"R",1223816,"R",1420680,"R",-1223816,"Z",0,"R",196864,"R",1467673,"Z",0,"R",1664537,"Z",0,"R",3487052,"R",1822515,"R",1664537,"Z",0,"R",1664537,"R",683099,"R",1909372,"R",519119,"Z",0,
201964,"R",898139,"Z",0,"Z",0,"Z",0,"R",14595,"Z",0,"Z",0,"R",549029,"Z",0,"Z",0,"R",331514,"R",244175,"R",2037452,"C",195547,"C",27051,"C",204262,"C",0,"C",22000,"C",81036,"C",529896,"Z",0,"Z",0,"R",559264,"C",0,"C",0,"R",76970,"R",141244,"R",633931,"R",131117,"R",103036,"C",0,"R",172595,"R",1818157,"R",2037452,"R",-1818157,"Z",0,"R",219295,"R",1905493,"Z",0,"R",2124788,"R",660132,"R",2540722,"R",415934,"R",1212314,"R",912474,"R",2124788,"R",281133,"R",2103267,"R",1007025,"Z",0,
202046,"R",4855880,"Z",0,"Z",0,"Z",0,"R",229033,"Z",0,"Z",0,"R",1929387,"R",4424493,"Z",0,"R",235686,"R",491440,"R",12165919,"C",258729,"C",229033,"C",399282,"C",0,"C",378189,"C",785306,"R",2050539,"R",785306,"Z",0,"R",2824287,"C",0,"C",0,"R",646650,"R",725211,"R",3277473,"R",254457,"R",127746,"C",454904,"R",1016516,"R",9327244,"R",12165919,"R",-9327244,"R",123315,"R",2961990,"R",30492422,"Z",0,"R",33454412,"R",23656368,"R",38212927,"R",4758515,"R",22856845,"R",10597567,"R",33454412,"R",674372,"R",13011815,"R",3245472,"Z",0,
202073,"R",5220632,"Z",0,"Z",0,"Z",0,"R",98262,"Z",0,"Z",0,"R",2307372,"R",3318526,"R",97698,"R",578791,"R",118632,"R",11739913,"C",48585,"C",80003,"C",52177,"C",0,"C",2357768,"C",0,"R",2538533,"R",2357768,"Z",0,"R",4617416,"Z",0,"Z",0,"R",501568,"R",308366,"R",2390065,"R",308197,"Z",0,"Z",0,"R",0,"R",8125612,"R",11739913,"R",-8125612,"Z",0,"R",3614301,"R",24428914,"R",0,"R",28043215,"R",23000010,"R",30859147,"R",2815932,"R",12647696,"R",15395519,"R",28043215,"R",501121,"R",4027952,"R",2853637,"Z",0,
202170,"R",14189014,"Z",0,"Z",0,"Z",0,"R",223461,"Z",0,"Z",0,"R",128067,"R",130142,"Z",0,"R",1745534,"R",300380,"R",16716598,"C",423860,"C",95985,"C",727018,"C",0,"C",0,"C",3778320,"C",5025183,"R",5925183,"Z",0,"R",4066829,"C",0,"R",225562,"R",806433,"R",1135629,"R",2199770,"R",1240666,"R",3778320,"C",0,"R",2574285,"R",16027494,"R",16716598,"R",-16027494,"R",2879777,"R",3568881,"R",12941060,"Z",0,"R",16509941,"R",3159584,"R",24854251,"R",8344310,"R",14428354,"R",2081587,"R",16509941,"R",3886326,"R",14443915,"R",5020157,"Z",0,
202480,"R",78878455,"Z",0,"Z",0,"Z",0,"R",38778372,"R",2269973,"Z",0,"R",28288052,"R",47495666,"Z",0,"R",36873309,"R",2277626,"R",234861453,"C",1339326,"C",1270825,"C",968982,"C",0,"C",25493289,"C",0,"C",29072422,"R",26764114,"Z",0,"R",56829350,"R",45530605,"R",365972,"R",20479209,"R",11317022,"R",13580907,"R",38406208,"Z",0,"Z",0,"R",0,"R",186509273,"R",234861453,"R",-186509273,"R",-366629,"R",47985551,"R",270333032,"R",0,"R",318318583,"R",248417686,"R",502690669,"R",184382086,"R",282250527,"R",36058056,"R",318308583,"R",12924232,"R",147252308,"R",84991543,"Z",0,
202514,"R",7318337,"Z",0,"Z",0,"Z",0,"R",476091,"R",506043,"Z",0,"R",2435987,"R",768286,"Z",0,"R",1169677,"R",205431,"R",12879852,"C",291907,"C",165706,"C",0,"C",0,"C",95527,"C",2672711,"C",3225851,"R",100,"R",0,"R",1946279,"C",0,"C",0,"R",379303,"R",1648147,"R",1945912,"R",1072617,"C",0,"C",0,"R",1582568,"R",8574826,"R",9654001,"R",-8574826,"R",1282994,"R",2362169,"R",18000139,"Z",0,"R",20362308,"R",6510869,"R",25045411,"R",4683103,"R",11599228,"R",8763080,"R",20362308,"R",143526,"R",16078128,"R",2875159,"Z",0,
202523,"R",21507803,"Z",0,"Z",0,"Z",0,"R",499370,"Z",0,"Z",0,"R",12268840,"R",43445473,"R",11761617,"Z",0,"R",933864,"R",90416967,"C",418300,"C",326748,"C",0,"C",0,"C",2453984,"C",12988442,"R",16187474,"R",15444139,"Z",0,"R",16554431,"R",223475,"Z",0,"R",4860094,"R",7843170,"R",6160286,"R",9723761,"R",325035,"Z",0,"R",0,"R",45690252,"R",90416967,"R",-45690252,"R",-326157,"R",44400558,"R",288837909,"Z",0,"R",333238467,"R",265259087,"R",392596633,"R",59358166,"R",159791154,"R",232805479,"R",392596633,"R",5711103,"R",66998715,"R",28808489,"Z",0,
202611,"R",5336426,"Z",0,"Z",0,"Z",0,"R",249861,"Z",0,"Z",0,"R",860209,"R",76894,"R",109030,"R",334980,"Z",0,"R",6967400,"C",830080,"C",88392,"C",1082599,"C",0,"C",235082,"C",826058,"R",3062211,"R",1061140,"Z",0,"R",2915913,"C",0,"C",0,"R",153797,"R",933937,"R",2173774,"R",391382,"C",0,"C",0,"R",425043,"R",6993846,"R",6967400,"R",-6993846,"Z",0,"R",-26446,"R",5377058,"Z",0,"R",5350612,"Z",0,"R",9305128,"R",3954516,"R",3532598,"R",5772530,"R",9305128,"R",125000,"R",2728645,"R",1472207,"Z",0,
202763,"R",17591461,"Z",0,"Z",0,"Z",0,"R",1559114,"R",3461218,"Z",0,"R",3979149,"R",3174928,"Z",0,"R",5416839,"R",3097749,"R",38280458,"C",1150842,"C",408272,"C",3461218,"C",0,"C",312385,"C",11382548,"C",16715265,"R",11694933,"Z",0,"R",14128451,"C",0,"C",0,"R",1778189,"R",1905603,"R",4506604,"R",5417743,"C",0,"C",0,"R",5897467,"R",33634057,"R",38280458,"R",-33634057,"R",-1524062,"R",3122339,"R",29588850,"Z",0,"R",32711189,"R",18705738,"R",59209004,"R",26497815,"R",19273691,"R",13437498,"R",32711189,"R",3648070,"R",22181126,"R",6429648,"Z",0,
202806,"R",14838000,"Z",0,"Z",0,"Z",0,"R",119000,"Z",0,"Z",0,"R",1081000,"R",2794000,"Z",0,"Z",0,"R",505000,"R",19337000,"C",606000,"C",76000,"C",881000,"C",46000,"C",0,"C",419000,"C",2028000,"R",586000,"Z",0,"R",7136000,"Z",0,"Z",0,"R",1461000,"R",1730000,"R",5873000,"Z",0,"Z",0,"Z",0,"Z",0,"R",16200000,"R",19337000,"R",-16200000,"Z",0,"R",3137000,"R",29796000,"Z",0,"R",32933000,"R",14954000,"R",35170000,"R",2237000,"R",31859000,"R",1074000,"R",32933000,"R",3668000,"R",11836000,"R",8819000,"Z",0,
202903,"R",878686,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1368693,"R",185910,"R",5755,"R",373316,"Z",0,"R",2812360,"C",98775,"C",12363,"C",76290,"C",17930,"C",0,"C",0,"C",205358,"R",187428,"R",17930,"R",752739,"Z",0,"Z",0,"R",292647,"R",305574,"R",1281630,"Z",0,"Z",0,"Z",0,"R",0,"R",2632590,"R",2812360,"R",-2632590,"R",1000,"R",180770,"R",4019293,"Z",0,"R",4200063,"R",1885576,"R",6496050,"R",2295987,"R",3673060,"R",527003,"R",4200063,"R",363955,"R",5771225,"R",1485103,"R",56361,
203049,"R",1197993,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",347627,"Z",0,"Z",0,"Z",0,"R",94936,"R",1640556,"C",0,"C",0,"C",0,"C",0,"C",1197993,"C",0,"C",1197993,"Z",0,"Z",0,"R",1706256,"C",0,"C",0,"R",493372,"R",314294,"R",238481,"C",0,"R",354165,"C",0,"R",352224,"R",3458792,"C",1640556,"C",-3458792,"Z",0,"R",-1818236,"Z",0,"Z",0,"R",-1818236,"N",13581749,"N",20414155,"N",320581,"N",7890407,"N",12203167,"N",20093574,"Z",0,"Z",0,"Z",0,"Z",0,
203067,"R",1143386,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",37642,"R",1181028,"C",0,"C",0,"C",0,"C",0,"C",539770,"C",0,"C",539770,"Z",0,"Z",0,"R",1781383,"C",0,"C",0,"R",712433,"R",260769,"R",374661,"C",0,"R",539770,"C",0,"R",527890,"R",4196906,"C",1181028,"C",-4196906,"Z",0,"R",-3015878,"Z",0,"Z",0,"R",-3015878,"N",0,"N",3230000,"N",0,"N",0,"N",3230000,"N",3230000,"Z",0,"Z",0,"Z",0,"Z",0,
203076,"N",248331,"N",0,"N",0,"N",0,"N",56773,"N",0,"N",0,"N",4848070,"N",130639824,"N",0,"N",3488637,"N",502903,"N",139784538,"N",0,"N",0,"N",0,"N",0,"N",4055112,"N",523471,"N",4578583,"N",4578583,"N",0,"N",7743163,"N",0,"N",0,"N",4550221,"N",2166714,"N",7124732,"N",5533571,"N",0,"N",0,"N",3258097,"N",30376498,"N",139784538,"N",-30376498,"N",0,"N",109408040,"N",647371681,"N",0,"N",756779721,"N",729612968,"N",808388420,"N",51608699,"N",539980221,"N",216799500,"N",756779721,"N",200336,"N",58983526,"N",6728080,"N",0,
