unitid,part,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,filler1,b101,b102,b103,filler2,b111,b112,b113,filler3,b121,b122,b123,b124,b131,b132,b133,b134,b161,b162,b163,b164,b191,b192,b193,b194,b221,b222,b223,b224,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,filler4,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093",filler5,"xb101","xb102","xb103",filler6,"xb111","xb112","xb113",filler7,"xb121","xb122","xb123","xb124","xb131","xb132","xb133","xb134","xb161","xb162","xb163","xb164","xb191","xb192","xb193","xb194","xb221","xb222","xb223","xb224","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"101569","B","3572136","683852","4255988","3320011","0","0","0","0","0","94843","94843","55274","775940","117214","893154","604925","448756","758129","1206885","829005","1269698","325047","1594745","801588","777997","4680","782677","282867","742861","2334672","3077533","","77842","0","77842","","132745","20000","152745","","7797975","4338437","12136412","5893670","537747","0","537747","42181","0","0","0","0","0","0","0","0","8335722","4338437","12674159","5935851","5893670","557791","0","397455","6848916","270218","0","132745","0","0","0","0","",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,18,"",10,10,18,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,31
"101587","B","5478539","844923","6323462","4604040","20143","0","20143","0","0","55509","55509","32265","967038","42435","1009473","581330","1733268","443759","2177027","644808","1770664","214","1770878","936862","1674365","65000","1739365","778973","348795","1535922","1884717","","0","0","0","","0","0","0","","11992812","2987762","14980574","7578278","3193907","0","3193907","329151","0","0","0","0","0","0","0","0","15186719","2987762","18174481","7907429","7578278","1470971","481221","0","9530470","384323","342730","0","0","0","0","0","",10,10,10,10,10,31,10,31,31,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",31,31,31,"",31,31,31,"",18,10,18,10,10,31,10,10,31,31,31,31,31,31,31,31,18,10,18,11,10,10,10,31,18,10,10,31,31,31,31,31
"101602","B","1465052","718768","2183820","1592018","0","0","0","0","0","0","0","0","325526","132875","458401","224254","401958","123373","525331","413311","486779","97645","584424","251020","405545","0","405545","131718","388080","788001","1176081","","36035","0","36035","","944695","0","944695","","4453670","1860662","6314332","2612321","294978","0","294978","21347","0","0","0","0","0","0","0","0","4748648","1860662","6609310","2633668","2612321","253498","0","177192","3043011","121344","0","45648","0","0","0","0","",10,10,10,10,31,31,31,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,"",10,31,10,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101648","B","473540","0","473540","390829","0","0","0","0","0","0","0","0","85449","0","85449","61539","511344","0","511344","295755","300768","0","300768","164024","534028","0","534028","141234","467382","126683","594065","","317681","0","317681","","0","0","0","","2690192","126683","2816875","1053381","396552","0","396552","69847","0","0","0","0","0","0","0","0","3086744","126683","3213427","1123228","1053381","107987","0","0","1161368","40030","0","0","0","0","0","0","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,"",10,31,10,"",31,31,31,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101675","B","1072984","843635","1916619","1317702","0","0","0","0","0","0","0","0","324859","12606","337465","149220","811908","422248","1234156","464374","1906086","292455","2198541","577289","917888","0","917888","0","1205637","1946914","3152551","","0","0","0","","0","0","0","","6239362","3517858","9757220","2508585","845698","0","845698","61585","0","0","0","0","0","0","0","0","7085060","3517858","10602918","2570170","2508585","351201","0","0","2859786","260173","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,10,10,10,"",31,31,31,"",31,31,31,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101693","B","4053683","40830","4094513","3558546","0","0","0","0","0","0","0","0","343277","15994","359271","260097","1896443","52499","1948942","1007589","2829960","28914","2858874","693265","1569396","1337","1570733","97664","3316378","2527330","5843708","","763834","0","763834","","0","0","0","","14772971","2666904","17439875","5617161","936913","15586","952499","314218","0","0","0","0","0","0","0","0","15709884","2682490","18392374","5931379","5617161","1401189","0","0","7018350","227753","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,10,"",31,31,31,"",10,10,10,10,10,10,10,16,31,31,31,31,31,31,31,31,10,10,10,11,10,10,31,31,10,10,31,31,31,31,31,31
"101709","B","9158405","501757","9660162","7278794","6642","0","6642","0","0","414528","414528","238926","2499494","21611","2521105","1362195","2753850","505572","3259422","1772959","2230050","184521","2414571","1104191","2767917","3432","2771349","1301945","1231289","2013110","3244399","","48670","0","48670","","755468","0","755468","","21451785","3644531","25096316","13059010","5316006","0","5316006","719681","0","0","0","0","0","0","0","0","26767791","3644531","30412322","13778691","13059010","2154121","0","816074","16029205","776181","932133","275000","0","0","0","0","",10,10,10,10,10,31,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,"",10,31,10,"",10,31,10,"",10,18,18,10,10,31,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,10,10,10,10,10,31,31,31,31
"101736","B","5777617","619273","6396890","4787671","0","0","0","0","0","499466","499466","347559","832272","43810","876082","569705","964047","969936","1933983","1262735","1579654","33209","1612863","884859","1427345","5130","1432475","547138","1024830","1887078","2911908","","906973","0","906973","","259739","0","259739","","12772477","4057902","16830379","8399667","1410976","22761","1433737","289548","0","0","0","0","0","0","0","0","14183453","4080663","18264116","8689215","8399667","595572","0","877513","9872752","337430","0","259739","0","0","0","0","",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,"",10,31,10,"",10,31,10,"",10,18,18,10,10,10,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,10,10,10,31,10,31,31,31,31
"101879","B","13789446","399444","14188890","10492463","99226","1165317","1264543","591456","405924","90370","496294","266043","2824782","76925","2901707","1710753","4214719","56546","4271265","1773188","4023848","30291","4054139","2577194","3253438","0","3253438","1440853","557374","2245849","2803223","","500147","0","500147","","668307","0","668307","","30337211","4064742","34401953","18851950","3118541","27325","3145866","497833","0","0","0","0","0","0","0","0","33455752","4092067","37547819","19349783","18851950","4121031","0","0","22972981","1678906","0","60000","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,"",10,10,10,"",10,10,10,"",10,18,18,10,10,10,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,10,10,10,10,31,10,31,31,31,31
"101897","B","2119785","161732","2281517","1821677","0","0","0","0","0","0","0","0","587889","22021","609910","458509","571294","11726","583020","467628","560740","7720","568460","365319","681583","1818","683401","227345","360747","1061789","1422536","","48083","0","48083","","289622","0","289622","","5219743","1266806","6486549","3340478","78144","0","78144","0","0","0","0","0","0","0","0","0","5297887","1266806","6564693","3340478","3340478","252360","0","284788","3877626","186442","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,10,"",10,31,10,"",10,10,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,31,31,31,31,31
"101912","B","4716881","960","4717841","3456792","0","245350","245350","0","0","0","0","0","1702181","57765","1759946","1194958","1393081","0","1393081","658974","3484426","72862","3557288","1500771","2108249","35","2108284","870697","1220241","2235258","3455499","","0","0","0","","0","0","0","","14625059","2612230","17237289","7682192","3677134","0","3677134","735050","0","0","0","0","543421","0","543421","130943","18845614","2612230","21457844","8548185","7682192","2171223","0","0","9853415","418757","0","0","0","0","0","0","",10,10,10,10,31,10,10,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,15,15,10,"",31,31,31,"",31,31,31,"",18,18,10,10,10,31,10,10,31,31,31,31,10,31,10,10,18,18,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101949","B","3352364","592010","3944374","2675915","0","0","0","0","0","0","0","0","806540","89049","895589","388676","513285","787404","1300689","915913","842407","7089","849496","355613","810966","558","811524","272126","343286","1227780","1571066","","71063","0","71063","","200000","13574","213574","","6939911","2717464","9657375","4608243","507070","11016","518086","71280","0","0","0","0","0","0","0","0","7446981","2728480","10175461","4679523","4608243","766607","137867","0","5512717","74869","0","-50000","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,10,"",10,10,10,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,31
"101958","B","92460","0","92460","85387","0","0","0","0","0","0","0","0","64474","0","64474","37749","22164","0","22164","19350","27785","0","27785","23249","73727","0","73727","0","0","45074","45074","","0","0","0","","0","0","0","","280610","45074","325684","165735","0","0","0","0","0","0","0","0","0","0","0","0","280610","45074","325684","165735","165735","29976","0","0","195711","125","0","0","0","0","0","0","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,31,31,10,10,"",31,31,31,"",31,31,31,"",10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,18,18,18,18,10,10,31,31,10,16,31,31,31,31,31,31
"101994","B","1889888","178390","2068278","1546241","0","0","0","0","0","0","0","0","286667","146569","433236","254087","467906","48572","516478","375547","608825","0","608825","399836","282102","0","282102","107199","133877","489925","623802","","25786","0","25786","","413236","0","413236","","4108287","863456","4971743","2682910","179065","0","179065","19357","0","0","0","0","0","0","0","0","4287352","863456","5150808","2702267","2682910","220951","0","276275","3180136","155725","0","-13236","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,"",10,31,10,"",10,31,10,"",10,10,10,10,10,31,18,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"102030","B","8682919","1423377","10106296","7644028","0","0","0","0","160998","190451","351449","256526","731692","100383","832075","577298","1479134","331568","1810702","1307800","2310787","1657543","3968330","1930089","1539211","237295","1776506","507308","518030","3059550","3577580","","231594","0","231594","","196588","1263","197851","","15850953","7001430","22852383","12223049","1328340","0","1328340","260817","0","0","0","0","0","0","0","0","17179293","7001430","24180723","12483866","12223049","1159330","0","0","13382379","268977","0","197851","0","0","0","0","",11,11,11,11,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,15,15,"",11,10,11,"",11,10,11,"",11,18,18,10,10,10,10,10,31,31,31,31,31,31,31,31,11,18,18,10,10,10,31,31,18,10,10,10,31,31,31,31
"102049","B","19858115","4265573","24123688","15691938","0","1000","1000","0","672340","325049","997389","466060","4251691","556984","4808675","1833931","6120788","681254","6802042","2978474","4500404","566456","5066860","3021166","4095744","237282","4333026","1732507","5919823","2735305","8655128","","1987763","85105","2072868","","-1931030","-814575","-2745605","","45475638","8639433","54115071","25724076","7858047","0","7858047","301042","0","0","0","0","0","0","0","0","53333685","8639433","61973118","26025118","25724076","7232902","0","0","32956978","2463751","1353067","0","0","0","0","0","",10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,10,10,"",10,10,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"102058","B","312865","0","312865","262830","0","430109","430109","198990","0","37764","37764","27610","85426","70671","156097","91580","175928","9452","185380","109953","1568372","900007","2468379","525501","375279","0","375279","114114","314577","230371","544948","","12029","31347","43376","","0","0","0","","2844476","1709721","4554197","1330578","359729","0","359729","0","0","0","0","0","0","0","0","0","3204205","1709721","4913926","1330578","1330578","154451","0","73533","1558562","44502","0","0","0","0","0","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,"",20,20,20,"",20,20,20,"",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"102067","B","8742801","672692","9415493","6586976","0","0","0","0","0","0","0","0","1306001","453154","1759155","1135902","1235789","721906","1957695","1483009","2786532","59281","2845813","1624074","1239854","6000","1245854","456309","1017006","3946706","4963712","","2477823","215278","2693101","","156897","0","156897","","18962703","6075017","25037720","11286270","1201664","0","1201664","109382","0","0","0","0","0","0","0","0","20164367","6075017","26239384","11395652","11286270","764258","926466","0","12976994","480002","0","156897","0","0","0","0","",11,11,11,11,31,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,15,15,"",10,16,18,"",10,31,10,"",18,18,18,18,10,31,10,10,31,31,31,31,31,31,31,31,18,18,18,18,18,11,16,31,18,10,31,10,31,31,31,31
"102076","B","2516394","239266","2755660","1959119","0","0","0","0","27755","0","27755","19036","437083","14338","451421","287147","490146","7995","498141","380149","715282","6530","721812","514844","646772","1779","648551","214706","488562","903264","1391826","","46006","0","46006","","92362","2","92364","","5460362","1173174","6633536","3375001","573651","0","573651","40337","0","0","0","0","0","0","0","0","6034013","1173174","7207187","3415338","3375001","280060","0","291360","3946421","239222","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,10,"",10,10,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,31,31,31,31,31
"102094","B","61855516","3362753","65218269","52704125","2680551","10247304","12927855","6516625","12059026","604774","12663800","8860679","11527271","30510","11557781","8476685","8371006","585414","8956420","4173313","9478323","6678","9485001","7708037","11003955","0","11003955","4470481","1891036","4802210","6693246","","3449472","0","3449472","","1300969","341472","1642441","","123617125","19981115","143598240","92909945","11668726","0","11668726","2725437","211951459","0","211951459","76527356","0","0","0","0","347237310","19981115","367218425","172162738","92909945","17123221","0","0","110033166","4124885","954504","131716","4002196","4147884","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,"",10,31,10,"",10,10,10,"",10,10,10,10,10,31,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,10,10,10,31,31
"102155","B","560346","0","560346","482332","0","0","0","0","0","0","0","0","86466","0","86466","47375","507122","0","507122","271133","383137","0","383137","116816","281838","0","281838","14231","164889","954867","1119756","","0","0","0","","0","0","0","","1983798","954867","2938665","931887","1316","0","1316","0","0","0","0","0","0","0","0","0","1985114","954867","2939981","931887","931887","17836","0","0","949723","22789","0","0","0","0","0","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,"",20,20,20,"",20,20,20,"",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"102164","B","245928","0","245928","162203","0","0","0","0","0","0","0","0","20701","0","20701","3538","138900","0","138900","73765","409723","0","409723","120921","168590","0","168590","0","0","287661","287661","","0","0","0","","0","0","0","","983842","287661","1271503","360427","0","0","0","0","0","0","0","0","0","0","0","0","983842","287661","1271503","360427","360427","17611","0","0","378038","20701","0","0","0","0","0","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,"",20,20,20,"",20,20,20,"",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
