unitid,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,part,aline03
"106412","6066397","0","6066397","0","13636","13636","12425236","133350","12558586","","","","0","9057566","9057566","0","450759","450759","","","","0","69330","69330","","","","44407","0","44407","2868055","0","2868055","","","","489142","0","489142","","","","21893237","9724641","31617878","A",""
"106449","1655242","","1655242","","","","3474789","","3474789","","","","16267","226004","242271","","112676","112676","","31511","31511","","","","","","","53910","","53910","707810","","707810","","","","153093","","153093","","","","6061111","370191","6431302","A",""
"106458","13989849","0","13989849","0","0","0","29615275","0","29615275","0","0","0","209356","8055099","8264455","48947","2501709","2550656","0","0","0","76317","499598","575915","464577","61804","526381","666486","0","666486","9874661","0","9874661","0","0","0","692044","184192","876236","0","0","0","55637512","11302402","66939914","A",""
"106467","5416520","0","5416520","0","0","0","12721948","0","12721948","0","0","0","0","2418696","2418696","0","543970","543970","0","0","0","127766","283287","411053","0","0","0","284927","0","284927","3637207","34078","3671285","0","0","0","607403","0","607403","0","0","0","22795771","3280031","26075802","A","0"
"106485","3403410","","3403410","","","","7287935","","7287935","","","","","2284474","2284474","","334472","334472","","","","","169845","169845","","","","74170","","74170","1954654","","1954654","","","","282541","","282541","","","","13002710","2788791","15791501","A",""
"106689","1801930","","1801930","","","","","","","","","","","957787","957787","","2959","2959","","","","","","","","","","","","","","","","","","","21873","","21873","","","","1823803","960746","2784549","A",""
"106704","10873836","","10873836","","","","23323766","","23323766","","","","318849","4365929","4684778","","1338335","1338335","","","","","1639030","1639030","","","","613570","","613570","8279678","","8279678","","","","473219","","473219","","","","43882918","7343294","51226212","A",""
"106713","200743","0","200743","","","","","","","","","","0","145718","145718","","","","","","","535512","106002","641514","","","","","","","266689","0","266689","","","","11066","0","11066","","","","1014010","251720","1265730","A",""
"106810","496296","0","496296","","","","","","","","","","","","","","","","","","","104968","0","104968","","","","","","","7541","0","7541","","","","31495","0","31495","","","","640300","0","640300","A",""
"106883","810460","0","810460","0","0","0","2577918","0","2577918","0","0","0","19940","1265077","1285017","0","254872","254872","0","0","0","0","21011","21011","0","0","0","0","0","0","402390","0","402390","0","0","0","143955","270","144225","0","0","0","3954663","1541230","5495893","A","0"
"106980","1044794","750","1045544","0","0","0","2919743","0","2919743","0","0","0","0","1167901","1167901","0","85507","85507","0","0","0","9892","0","9892","0","0","0","0","0","0","408483","0","408483","0","0","0","73284","953","74237","0","0","0","4456196","1255111","5711307","A",""
"107035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A",""
"107044","16296671","1189","16297860","","","","","","","","","","159408","2561611","2721019","37812","0","37812","","","","2800129","1362538","4162667","801309","66683","867992","672040","0","672040","9796018","0","9796018","","","","4085510","65774","4151284","","","","34648897","4057795","38706692","A",""
"107071","4956173","","4956173","","","","10103377","","10103377","","","","218831","3033804","3252635","","886578","886578","18538","","18538","","143413","143413","","","","230079","","230079","3913387","","3913387","","","","334408","","334408","","","","19774793","4063795","23838588","A",""
"107080","6348419","0","6348419","0","0","0","0","0","0","0","0","0","0","528803","528803","0","569256","569256","0","0","0","1001688","338164","1339852","2118901","966584","3085485","0","0","0","2988448","0","2988448","","","","341840","0","341840","","","","12799296","2402807","15202103","A",""
"107141","4115645","0","4115645","","","","","","","","","","20197","545174","565371","0","44277","44277","","","","683926","1113855","1797781","2621253","446738","3067991","244167","0","244167","2034948","0","2034948","","","","302407","0","302407","","","","10022543","2150044","12172587","A",""
"107327","1141209","0","1141209","0","0","0","2687591","0","2687591","0","0","0","0","1055448","1055448","0","232869","232869","0","0","0","0","0","0","0","0","0","0","0","0","415106","0","415106","0","0","0","67357","0","67357","0","0","0","4311263","1288317","5599580","A",""
"107433","4378903","0","4378903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","4378903","0","4378903","A",""
"107460","1013458","","1013458","","","","2724863","","2724863","","","","17849","1604255","1622104","","451459","451459","","","","","55886","55886","","","","","","","312257","","312257","","","","29818","8269","38087","","","","4098245","2119869","6218114","A",""
"107512","5848452","0","5848452","","","","","","","","","","28849","1132889","1161738","0","72143","72143","","","","2540647","0","2540647","675455","0","675455","","","","2626804","0","2626804","","","","419498","0","419498","","","","12139705","1205032","13344737","A",""
"107558","2571426","4695","2576121","","","","","","","","","","8445","753247","761692","0","211154","211154","","","","1371712","731080","2102792","1153660","0","1153660","","","","948910","2180","951090","","","","71435","4590","76025","","","","6125588","1706946","7832534","A",""
"107600","1840349","0","1840349","","","","","","","","","","75368","1167557","1242925","","","","","","","1142754","168160","1310914","23493","0","23493","","","","566019","0","566019","","","","180582","0","180582","","","","3828565","1335717","5164282","A",""
"107619","902501","0","902501","0","0","0","4126745","0","4126745","0","0","0","314978","1678358","1993336","180289","0","180289","0","0","0","0","0","0","0","0","0","54949","0","54949","164945","0","164945","0","0","0","164540","0","164540","0","0","0","5908947","1678358","7587305","A",""
"107743","262251","0","262251","0","149996","149996","1289201","68107","1357308","0","216479","216479","2488","306264","308752","152178","15392","167570","0","1300","1300","0","0","0","0","0","0","0","0","0","0","98248","98248","0","0","0","62823","0","62823","0","0","0","1768941","855786","2624727","A",""
"107840","168400","0","168400","","","","","","","","","","0","400443","400443","0","88445","88445","","","","25101","255701","280802","","","","","","","75285","0","75285","","","","3437","0","3437","","","","272223","744589","1016812","A",""
"107877","1458694","0","1458694","18467","0","18467","0","0","0","0","0","0","0","581281","581281","0","56969","56969","0","0","0","994033","238621","1232654","113285","0","113285","8479","0","8479","458351","0","458351","0","0","0","7415","0","7415","0","0","0","3058724","876871","3935595","A","0"
"107910","3331764","0","3331764","0","0","0","0","0","0","0","0","0","0","3407357","3407357","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3331764","3407357","6739121","A",""
"107974","504972","0","504972","0","0","0","1435975","0","1435975","0","0","0","8399","410621","419020","0","34215","34215","0","0","0","0","13761","13761","0","0","0","1120","0","1120","169338","0","169338","0","0","0","67356","0","67356","0","0","0","2187160","458597","2645757","A",""
"107983","2821289","0","2821289","0","0","0","8649426","258235","8907661","0","0","0","3608","2877325","2880933","0","44811","44811","0","0","0","850","151055","151905","0","328744","328744","5230","0","5230","3330205","113229","3443434","0","0","0","754449","85487","839936","0","0","0","15565057","3858886","19423943","A",""
"107992","482563","","482563","","","","3428483","","3428483","","","","16862","424347","441209","","197005","197005","119926","","119926","","8261","8261","","","","2891","","2891","","","","","","","110121","217515","327636","","","","4160846","847128","5007974","A",""
"108092","3706112","0","3706112","0","0","","8418091","175962","8594053","0","0","","0","1668708","1668708","0","369274","369274","0","0","0","161","525342","525503","0","0","0","76994","0","76994","1310664","0","1310664","0","0","0","64744","0","64744","0","0","0","13576766","2739286","16316052","A",""
