unitid,b011,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072",b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,"xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"147679","4046047","18901773","1563730","0","1563730","0","0","0","0","0","0","17779705","2685798","20465503","6999585","1719277","0","0","8718862","592729","121619","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"87489","4133536","3151079","0","0","0","0","0","0","0","0","1635287","219","1635506","918333","2275363","51902","2327265","1221537","3414717","1520","3416237","1014207","1842574","2823","1845397","694429","2538670","2021803","4560473","7955","0","7955","455362","520042","975404","16215975","2685798",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"147697","636168","2513624","488176","","488176","","","","","","","2415514","586286","3001800","1106720","265888","","","1372608","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"","636168","436956","","","","","","","","","170523","","170523","65327","302926","","302926","186065","749541","","749541","373311","68180","","68180","45061","","586286","586286","","","","","","","1927338","586286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"147703","71548929","160720926","49301051","64286","49365337","0","0","0","0","0","0","190902649","19183614","210086263","96716560","6659111","0","0","103375671","7010606","8152708","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"2077890","73626819","61906387","3137081","6481203","9618284","4974408","2599735","2690518","5290253","2658424","16800153","435809","17235962","10664055","8057741","155751","8213492","588347","19670901","76563","19747464","9807531","13120343","0","13120343","6117408","6357830","7201594","13559424","308885","0","308885","0","0","0","141601598","19119328",10,10,10,13,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,18,10,13,13,18,16,10,13,13,13,13,13
"147767","254620000","626358000","36110000","0","36110000","0","0","0","1030000","93000","1123000","523845000","139746000","663591000","277488000","42246040","0","0","319734040","15198335","2071000","5339000","0","0","0","0",10,10,10,10,10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"18267000","272887000","184494000","14799000","84147000","98946000","45689000","0","0","0","0","21531000","988000","22519000","7505000","13796000","28000","13824000","6157000","29506000","1156000","30662000","21997000","40666000","20000","40686000","11646000","55171000","15778000","70949000","6425000","0","6425000","50191000","19269000","69460000","486705000","139653000",10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"147776","20974346","57641281","2153737","12732","2166469","0","0","0","0","0","0","52099431","7708319","59807750","36140543","1979293","0","0","38119836","2425170","254799","212779","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"475738","21450084","20245771","17413","239842","257255","58597","1441061","2051590","3492651","2139565","4614300","80360","4694660","3149448","4127425","591635","4719060","3072345","10518411","125054","10643465","4209434","6826497","0","6826497","3265383","1211584","4131368","5342952","119657","0","119657","95000","0","95000","49945694","7695587",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"147800","17556116","40291885","5489942","0","5489942","0","0","0","0","0","0","43281116","2500711","45781827","21565639","1966391","0","0","23532030","822150","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"535493","18091609","14298102","0","0","0","0","367468","363202","730670","329864","2067423","716362","2783785","1869934","2828656","236313","3064969","1919523","2663249","0","2663249","1718168","3296037","13909","3309946","1430048","12225","635432","647657","0","0","0","9000000","0","9000000","37791174","2500711",10,10,10,10,10,10,21,21,21,10,10,10,11,10,11,18,18,18,10,10,10,10,10,10,10,10,10,18,18,18,18,10,10,10,18,10,10,10,10,10,10,10
"146977","1733299","6728338","136872","0","136872","0","0","0","0","0","0","4998278","1866932","6865210","2724549","636090","0","0","3360639","449331","0","0","0","0","0","0",10,10,10,10,13,13,13,10,10,13,10,10,10,13,10,10,10,13,10,10,10,10,"529561","2262860","1176572","0","0","0","0","1131","0","1131","0","942812","0","942812","420768","325741","0","325741","180013","1549882","29902","1579784","787445","308541","717309","1025850","159751","0","590160","590160","0","0","0","0","0","0","4861406","1866932",10,10,10,10,10,10,13,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"147004","4534788","13755233","1574080","0","1574080","0","0","0","0","0","0","11982104","3347209","15329313","6848941","1166216","0","0","8015157","386799","0","117901","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"232518","4767306","3677678","0","0","0","0","569520","218468","787988","313313","889957","0","889957","525074","1002633","0","1002633","878572","1674765","2451447","4126212","969702","1227606","0","1227606","484602","0","444776","444776","0","0","0","508755","0","508755","10408024","3347209",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"147013","3349765","11466808","863804","12849","876653","0","0","0","0","0","0","9381987","2961474","12343461","4200283","749465","0","0","4949748","254226","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"8003","3357768","2514121","0","0","0","0","0","0","0","0","402439","9673","412112","224634","658198","92590","750788","396657","1703199","122581","1825780","788799","787764","8323","796087","276072","595573","2707455","3303028","1021245","0","1021245","0","0","0","8518183","2948625",10,10,10,10,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"147031","406032","1206496","49085","2868","51953","","","","","","","914042","344407","1258449","429611","68478","","","498089","25616","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"77362","483394","220063","","","","","","","","","49921","25419","75340","19733","109525","55","109580","55545","335706","17212","352918","101568","56646","0","56646","32702","600","221491","222091","","","","-93473","0","-93473","864957","341539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"147095","430623","1729520","0","0","0","848040","0","848040","0","0","0","1930272","647288","2577560","784817","120856","0","0","905673","152917","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,13,"0","430623","403307","0","0","0","0","0","0","0","0","343456","0","343456","117194","194011","0","194011","163445","114142","0","114142","100871","0","0","0","0","0","647288","647288","0","0","0","0","0","0","1082232","647288",10,10,13,13,13,13,21,21,21,13,13,13,13,13,13,11,18,18,13,13,13,16,13,16,13,13,13,11,18,18,10,10,13,13,10,10,13,13,13,13,13,13
"147165","611835","2220449","277664","0","277664","0","0","0","0","0","0","1848293","649820","2498113","940587","149898","0","0","1090485","5916","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,13,"0","611835","546032","0","0","0","0","0","0","0","0","32144","0","32144","16638","22854","0","22854","16000","694396","0","694396","332622","209400","0","209400","29295","0","649820","649820","0","0","0","0","0","0","1570629","649820",10,10,10,13,10,10,13,11,11,13,13,13,13,13,13,10,11,11,10,13,10,13,13,13,13,13,13,10,11,11,10,10,13,13,10,10,13,13,13,13,13,13
"147244","6614494","27422520","3517576","29088","3546664","0","0","0","0","0","0","25568392","5400792","30969184","9274538","2292385","0","0","11566923","502074","362592","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"356922","6971416","4973336","0","0","0","0","0","0","0","0","1422533","42773","1465306","624825","2933443","135400","3068843","1357820","2219722","27934","2247656","1403409","2284224","77639","2361863","915148","5227510","4697800","9925310","504935","0","504935","843955","33236","877191","22050816","5371704",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13
"147341","2884595","13465805","1937225","0","1937225","0","0","0","0","0","0","12430229","2972801","15403030","4485854","875282","0","0","5361136","264719","94350","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"293746","3178341","2155310","0","0","0","0","0","0","0","0","651139","42655","693794","405756","1075206","745","1075951","634460","1616441","15908","1632349","807749","809339","51759","861098","482579","3409343","2512600","5921943","120278","0","120278","-73337","55388","-17949","10493004","2972801",10,10,10,10,10,10,21,21,21,11,13,10,10,10,10,18,18,18,10,10,10,10,10,10,10,10,10,18,18,18,10,10,13,13,10,10,10,13,13,13,13,13
"147369","4374303","14532624","3407901","0","3407901","0","0","0","0","0","0","15870880","2069645","17940525","5956141","1075052","0","0","7031193","428377","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,"49489","4423792","3006587","0","0","0","0","0","0","0","0","428377","0","428377","271728","1944179","0","1944179","852750","2157686","0","2157686","1025783","1435006","0","1435006","799293","2123428","2020156","4143584","0","0","0","0","0","0","12462979","2069645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"147378","15540714","44260665","4576279","0","4576279","0","0","0","0","0","0","34468377","14368567","48836944","22638382","5429014","0","0","28067396","1213000","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1310204","16850918","14934482","0","0","0","0","1179012","781158","1960170","1199852","1278264","279","1278543","855669","3003355","276726","3280081","2135819","5531022","5363838","10894860","2551518","3359731","4430100","7789831","961042","0","2206262","2206262","0","0","0","0","0","0","29892098","14368567",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"147396","242816","1268795","127227","0","127227","0","0","0","0","0","0","1241800","154222","1396022","584809","23423","0","0","608232","0","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"0","242816","207692","0","0","0","0","0","0","0","0","0","0","0","0","258009","0","258009","167534","285370","0","285370","188151","87187","11083","98270","21432","8350","143139","151489","232841","0","232841","0","0","0","1114573","154222",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,10,13,13,13
"146506","5322666","14743400","696699","0","696699","0","0","0","0","0","0","10474256","4965843","15440099","8117790","815053","0","0","8932843","209397","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,10,10,10,10,13,10,10,10,11,11,10,10,11,"1621536","6944202","5405084","0","0","0","0","0","938619","938619","703413","209397","0","209397","116321","740015","226440","966455","711238","2275904","213210","2489114","745697","1229575","0","1229575","436037","0","1966038","1966038","0","0","0","0","0","0","9777557","4965843",11,10,10,13,10,10,13,11,11,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,18,18,10,10,10,13,13,10,16,13,13,13,13,13,13
"146603","5240339","14434769","290980","0","290980","0","0","0","0","58826","58826","10150994","4633581","14784575","7989435","529962","0","0","8519397","138269","0","43000","0","0","0","0",10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"872864","6113203","5021090","0","0","0","0","18694","1277409","1296103","704244","270266","0","270266","235329","645721","0","645721","550653","1616938","489422","2106360","1135245","1553874","0","1553874","342874","42376","1914866","1957242","535000","0","535000","-63194","20194","-43000","9860014","4574755",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"146612","8772950","26948218","2990166","0","2990166","0","0","0","0","0","0","25006841","4931543","29938384","10758274","2300334","0","0","13058608","425848","210072","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"208126","8981076","6151358","0","0","0","0","0","0","0","0","659752","2802262","3462014","278727","2336665","0","2336665","1563218","4320914","0","4320914","1574164","2503395","0","2503395","1190807","2986255","1845261","4831516","516744","0","516744","-80000","75894","-4106","22016675","4931543",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10,10
"146621","60069","358568","0","0","0","0","0","0","0","0","0","279282","79286","358568","190155","19077","0","0","209232","3057","0","0","0","0","0","0",10,13,10,10,13,13,13,13,10,13,10,10,10,13,10,13,10,13,10,10,10,13,"0","60069","60069","0","0","0","0","27528","0","27528","18430","6964","0","6964","0","63030","0","63030","41999","94030","0","94030","69657","27661","1513","29174","0","0","77773","77773","0","0","0","0","0","0","279282","79286",10,10,10,11,10,13,13,10,10,13,13,13,13,13,13,18,11,18,13,13,13,13,13,13,13,13,13,18,11,18,18,10,13,13,18,10,13,13,13,13,13,13
"146667","1150351","4870542","839403","0","839403","0","0","0","0","0","0","4770863","939082","5709945","1752810","392672","0","0","2145482","72667","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,13,"0","1150351","954546","0","0","0","0","0","0","0","0","213725","0","213725","98715","403321","0","403321","140185","1249781","0","1249781","489918","440527","0","440527","69446","241274","926827","1168101","24499","21024","45523","207982","-8769","199213","3931460","939082",10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,21,13,13,13,13,13,13
"146676","1676604","11307968","1134522","0","1134522","0","0","0","0","0","0","9407349","3035141","12442490","2651351","444385","0","0","3095736","93283","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,10,"0","1676604","1338704","0","0","0","0","0","0","0","0","709493","0","709493","374143","895626","0","895626","553151","879081","72913","951994","385353","771922","0","771922","0","2103674","2962228","5065902","93772","0","93772","1142655","0","1142655","8272827","3035141",10,10,10,13,10,13,10,11,11,10,13,10,10,13,10,10,11,11,10,13,10,13,13,13,13,13,13,10,11,11,10,10,13,13,10,10,10,10,13,13,13,13
"146685","8479641","18786361","2740437","0","2740437","0","0","0","0","0","0","17880673","3646125","21526798","13123914","648868","211312","0","13984094","607628","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1452618","9932259","8429916","0","0","0","0","102741","693579","796320","444884","1701795","1544","1703339","1464580","1159276","123726","1283002","1025842","1754098","50538","1804636","1070663","1781506","0","1781506","688029","0","1324120","1324120","0","0","0","161179","0","161179","15140236","3646125",10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,13,13,13,13,13,13
"146719","28185421","214133551","11827440","98971","11926411","408553159","822970","409376129","0","0","0","572382194","63053897","635436091","95011326","22632626","0","0","117643952","7767160","0","0","7691085","11930487","0","0",10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,"37896549","66081970","59617493","1081786","8204790","9286576","3729499","0","5336244","5336244","1770521","8498229","78253","8576482","4783304","9032542","464546","9497088","7068499","40055890","990807","41046697","12960886","16901666","0","16901666","5081124","9901280","5405379","15306659","7539689","0","7539689","30805092","3755388","34560480","152001595","62131956",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,13,13,10,10,13,13,10,10,13,13
"146728","1506228","4986078","1251097","0","1251097","0","0","0","0","0","0","5382287","854888","6237175","2036054","529374","0","0","2565428","294448","0","0","0","0","0","0",10,10,10,10,13,13,10,13,13,13,10,13,10,10,10,10,10,10,10,10,10,10,"282735","1788963","1018618","0","0","0","0","0","0","0","0","289694","46388","336082","161930","82302","5137","87439","47083","1357312","37177","1394489","666279","530719","3422","534141","142144","7440","431764","439204","0","0","0","357495","48265","405760","4131190","854888",10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"146816","699893","2477522","104625","0","104625","0","0","0","0","0","0","2555181","26966","2582147","","","","","","19305","0","0","0","0","0","0",10,13,10,31,13,13,13,31,13,13,13,31,10,13,10,31,10,13,10,31,10,10,"0","699893","","0","0","0","","0","0","0","","91907","0","91907","","374097","0","374097","","488334","26966","515300","","394279","0","394279","","176963","0","176963","225083","0","225083","0","0","0","2450556","26966",10,31,10,13,10,31,10,13,10,10,13,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,31,31,31,31,31,10,13,13,13,13,13,13
