unitid,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,part,aline03,"xa011","xa012","xa013","xa021","xa022","xa023","xa041","xa042","xa043","xa051","xa052","xa053","xa061","xa062","xa063","xa071","xa072","xa073","xa081","xa082","xa083","xa091","xa092","xa093","xa101","xa102","xa103","xa111","xa112","xa113","xa121","xa122","xa123","xa131","xa132","xa133","xa141","xa142","xa143","xa151","xa152","xa153","xa161","xa162","xa163","xaline03"
"206473","501614","812213","1313827","0","0","0","0","0","0","0","0","0","0","674583","674583","0","129935","129935","0","101181","101181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4701","21440","26141","0","0","0","506315","1739352","2245667","A","0",10,10,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,10,10,10,31
"206491","6026509","0","6026509","0","0","0","0","0","0","0","0","0","200460","3488051","3688511","0","0","0","0","0","0","1614596","415316","2029912","108086","35600","143686","0","0","0","2510571","0","2510571","0","0","0","65613","0","65613","0","0","0","10525835","3938967","14464802","A","0",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"206507","12547935","0","12547935","0","0","0","0","0","0","0","0","0","0","2591617","2591617","0","3075235","3075235","0","0","0","403794","1302227","1706021","91726","352375","444101","0","0","0","2571261","0","2571261","0","0","0","448464","0","448464","0","0","0","16063180","7321454","23384634","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,11,31,10,31,31,31,11,11,10,31
"206516","256707","0","256707","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","476405","51087","527492","21413","37286","58699","0","0","0","60823","0","60823","0","0","0","7376","0","7376","0","0","0","822724","88373","911097","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"206525","31415532","0","31415532","0","0","0","0","0","0","0","0","0","0","1315398","1315398","0","1042547","1042547","0","0","0","2556551","320776","2877327","1393545","824702","2218247","0","0","0","6401674","0","6401674","0","0","0","755684","619173","1374857","0","0","0","42522986","4122596","46645582","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"206589","25129490","508371","25637861","0","0","0","0","0","0","0","0","0","79066","1117479","1196545","0","711317","711317","0","4500","4500","1956383","1227818","3184201","459958","2205084","2665042","0","0","0","12480435","18074","12498509","0","0","0","1497178","12478","1509656","0","0","0","41602510","5805121","47407631","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"206604","54789047","0","54789047","0","0","0","61060393","4923705","65984098","0","0","0","2418453","15631886","18050339","60776","2509019","2569795","9451","365907","375358","430204","4733130","5163334","31026","65231","96257","12464134","0","12464134","7924949","383845","8308794","0","0","0","1662685","0","1662685","0","0","0","140851118","28612723","169463841","A","0",10,31,10,31,31,10,10,11,11,31,31,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,31,31,10,10,31,10,31,31,10,10,10,10,10
"206613","1571325","0","1571325","0","0","0","1520000","51430","1571430","0","0","0","0","63114","63114","0","52482","52482","0","0","0","0","18920","18920","0","0","0","11702","0","11702","257184","3485","260669","0","0","0","6430","0","6430","0","0","0","3366641","189431","3556072","A","0",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"206622","47615015","0","47615015","0","0","0","0","0","0","0","0","0","63402","2099808","2163210","0","1803088","1803088","0","0","0","2357463","2513311","4870774","345779","696660","1042439","0","0","0","6668394","0","6668394","0","0","0","3813507","221457","4034964","0","0","0","60863560","7334324","68197884","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"206631","2546896","0","2546896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99745","0","99745","0","0","0","2646641","0","2646641","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31
"206695","38344336","0","38344336","0","0","0","41290825","0","41290825","0","0","0","0","6587197","6587197","0","2223371","2223371","0","40883","40883","61839","3772284","3834123","17","70848","70865","134856","0","134856","12989906","378405","13368311","0","0","0","1130922","8780","1139702","0","0","0","93952701","13081768","107034469","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,10,10,10,10,10,10,10,10,11,10,11,10
"206817","1696431","0","1696431","0","0","0","0","0","0","0","0","0","0","1223197","1223197","0","0","0","0","0","0","687305","462000","1149305","176007","56932","232939","0","0","0","657455","0","657455","0","0","0","87168","184133","271301","0","0","0","3304366","1926262","5230628","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"206835","2923362","0","2923362","0","0","0","0","0","0","0","0","0","0","538975","538975","0","0","0","0","0","0","944712","477536","1422248","837","44446","45283","0","0","0","643841","0","643841","0","0","0","86332","4586","90918","51356","0","51356","4650440","1065543","5715983","A","0",10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,31
"206862","9423707","0","9423707","0","0","0","0","0","0","0","0","0","0","1075051","1075051","0","15209","15209","0","0","0","1749784","664964","2414748","0","0","0","272798","0","272798","3552696","0","3552696","0","0","0","281080","668199","949279","0","0","0","15280065","2423423","17703488","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"206914","6304142","0","6304142","0","0","0","12881352","0","12881352","0","0","0","0","4700537","4700537","0","0","0","0","0","0","0","504422","504422","0","0","0","148034","0","148034","3555867","0","3555867","0","0","0","281266","33620","314886","0","0","0","23170661","5238579","28409240","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10
"206923","627937","0","627937","0","0","0","3262240","0","3262240","0","0","0","98937","2700103","2799040","206922","0","206922","0","0","0","0","0","0","0","0","0","0","0","0","1652925","0","1652925","0","0","0","14868","0","14868","0","0","0","5863829","2700103","8563932","A","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"206941","18625631","0","18625631","0","0","0","28655930","0","28655930","0","0","0","46690","4777864","4824554","1618738","627292","2246030","0","13088","13088","0","595159","595159","0","0","0","243386","0","243386","8799205","0","8799205","0","0","0","1121919","0","1121919","0","0","0","59111499","6013403","65124902","A","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,10,10,31,10,10,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"206996","1841878","0","1841878","0","74006","74006","4119515","0","4119515","0","0","0","0","2967868","2967868","0","0","0","0","0","0","0","0","0","0","0","0","13855","0","13855","2227431","0","2227431","0","0","0","107118","67403","174521","0","0","0","8309797","3109277","11419074","A","74006",10,31,10,31,10,10,10,31,10,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10
"207041","4528231","0","4528231","0","0","0","11654206","0","11654206","0","0","0","0","7657348","7657348","0","412601","412601","0","0","0","0","25000","25000","0","0","0","752","0","752","6880362","0","6880362","0","0","0","198921","0","198921","0","0","0","23262472","8094949","31357421","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"207050","1101278","0","1101278","4400083","0","4400083","0","0","0","0","0","0","0","1829136","1829136","0","0","0","0","0","0","0","0","0","0","0","0","103577","0","103577","1888110","0","1888110","0","0","0","1098567","0","1098567","0","0","0","8591615","1829136","10420751","A","0",10,31,10,10,31,10,31,31,31,31,31,31,31,11,18,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,31,18,31,31,31,10,10,10,31
"207069","1022790","0","1022790","0","0","0","3387164","0","3387164","0","0","0","0","1143077","1143077","0","0","0","0","0","0","0","535546","535546","0","0","0","0","0","0","1294709","250578","1545287","0","0","0","0","0","0","0","0","0","5704663","1929201","7633864","A","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207209","3970515","0","3970515","5000","2986953","2991953","7506135","0","7506135","0","0","0","0","5822504","5822504","0","318576","318576","0","131554","131554","0","216595","216595","53694","0","53694","0","0","0","3910814","0","3910814","0","0","0","118260","259924","378184","0","0","0","15564418","9736106","25300524","A","5000",10,31,10,10,10,10,10,31,10,31,31,31,31,10,10,31,10,18,31,10,10,31,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,11,10,18,10
"207236","1067790","0","1067790","0","0","0","3148033","0","3148033","0","0","0","0","1578168","1578168","0","33208","33208","0","0","0","0","39003","39003","0","738","738","70359","0","70359","1114972","0","1114972","0","0","0","30811","17492","48303","0","0","0","5431965","1668609","7100574","A","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"207254","10562556","0","10562556","0","0","0","0","0","0","0","0","0","0","1329620","1329620","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","737145","0","737145","0","0","0","481075","0","481075","0","0","0","11780776","1329620","13110396","A","0",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"207263","9287986","0","9287986","0","0","0","20969921","0","20969921","0","0","0","129586","7345501","7475087","924979","274831","1199810","0","0","0","0","1005754","1005754","0","9007","9007","6057","0","6057","10951870","62952","11014822","0","0","0","173149","432732","605881","0","0","0","42443548","9130777","51574325","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"207281","1280111","0","1280111","0","0","0","3765680","0","3765680","0","0","0","0","1431249","1431249","0","0","0","0","0","0","0","34398","34398","0","0","0","0","0","0","1619088","0","1619088","0","0","0","0","300","300","0","0","0","6664879","1465947","8130826","A","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,31,10,10,31,31,31,10,10,10,31
"207290","1662313","0","1662313","0","0","0","6850926","0","6850926","0","0","0","440812","2261984","2702796","0","551716","551716","0","0","0","0","281173","281173","0","0","0","33396","0","33396","4045159","0","4045159","0","0","0","69295","0","69295","0","0","0","13101901","3094873","16196774","A","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"207306","2015185","0","2015185","0","0","0","5229739","0","5229739","0","0","0","0","1354051","1354051","0","491434","491434","0","0","0","32462","0","32462","0","0","0","13986","0","13986","1984029","0","1984029","0","0","0","83492","19377","102869","0","0","0","9358893","1864862","11223755","A","0",10,31,10,31,31,31,10,31,10,31,31,31,31,11,11,31,11,11,31,31,31,10,31,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,11,11,31
"207315","2687244","0","2687244","0","0","0","8034470","0","8034470","0","0","0","59773","703323","763096","43871","2288852","2332723","0","0","0","8223","36322","44545","0","0","0","14601","0","14601","1565120","0","1565120","0","0","0","126318","0","126318","0","0","0","12539620","3028497","15568117","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10
"207324","7834369","0","7834369","0","0","0","0","0","0","0","0","0","0","1381477","1381477","13650","0","13650","0","0","0","520261","45755","566016","1208536","0","1208536","61964","0","61964","3585321","0","3585321","0","0","0","2940594","0","2940594","924075","117687","1041762","17088770","1544919","18633689","A","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207342","10015964","0","10015964","0","0","0","57426562","0","57426562","0","0","0","3373787","12872538","16246325","858949","13724219","14583168","0","0","0","597108","14601916","15199024","5216","887173","892389","2744581","68357","2812938","10380723","0","10380723","0","0","0","3600284","0","3600284","67212854","0","67212854","156216028","42154203","198370231","A","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,31,10,10,31,10,10,10,10,31
"207351","2124979","","2124979","","","","4354038","","4354038","","","","","960074","960074","","","","","124345","124345","","","","","","","","","","1480320","","1480320","","","","27375","","27375","","","","7986712","1084419","9071131","A","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207388","37333294","0","37333294","10630790","0","10630790","125072600","0","125072600","0","0","0","2297028","32549783","34846811","560893","15722904","16283797","0","0","0","2005214","14082254","16087468","0","0","0","2120882","0","2120882","56370466","0","56370466","0","0","0","12299201","1336569","13635770","0","0","0","248690368","63691510","312381878","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"207397","2589102","0","2589102","0","0","0","5508838","0","5508838","0","0","0","16864","1461482","1478346","0","327571","327571","0","0","0","0","58266","58266","0","0","0","0","0","0","1761094","0","1761094","0","0","0","77317","0","77317","0","0","0","9953215","1847319","11800534","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"207403","10156181","0","10156181","0","0","0","0","0","0","0","0","0","0","1116031","1116031","0","156018","156018","0","0","0","3996938","630756","4627694","1061591","885338","1946929","7244","0","7244","3398831","0","3398831","0","0","0","1231735","0","1231735","0","0","0","19852520","2788143","22640663","A","0",10,31,10,10,31,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"207449","4288098","0","4288098","0","0","0","11271064","0","11271064","1400000","0","1400000","0","3811055","3811055","0","391048","391048","0","140160","140160","0","186551","186551","0","6156","6156","30701","0","30701","4083590","0","4083590","0","0","0","1130516","0","1130516","0","0","0","22203969","4534970","26738939","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"207458","29128616","1000","29129616","0","0","0","0","0","0","0","0","0","0","1166410","1166410","0","154637","154637","0","0","0","2399344","945702","3345046","0","1308684","1308684","114029","363975","478004","1233468","17662","1251130","0","0","0","447740","28511","476251","0","0","0","33323197","3986581","37309778","A","0",10,10,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,31,10,10,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"207494","74901","2619","77520","","","","","","","","","","","","","","","","","","","99146","12699","111845","0","108","108","","","","","","","","","","907","0","907","","","","174954","15426","190380","A","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207500","51728000","0","51728000","0","0","0","91244000","0","91244000","0","0","0","4241000","34028000","38269000","1391000","14011000","15402000","0","0","0","6843000","10000","6853000","893000","218000","1111000","10300000","0","10300000","46155000","0","46155000","0","0","0","6785000","34000","6819000","0","0","0","219580000","48301000","267881000","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"207564","2467847","0","2467847","0","0","0","10997955","0","10997955","0","0","0","0","2329719","2329719","0","468064","468064","0","0","0","7649","130512","138161","0","0","0","154765","0","154765","3481511","0","3481511","0","0","0","133118","213","133331","0","0","0","17242845","2928508","20171353","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"207582","22494051","","22494051","","","","","","","","","","","4011848","4011848","","85922","85922","","","","4892380","704751","5597131","3034552","","3034552","","","","13826126","","13826126","","","","2714647","","2714647","","","","46961756","4802521","51764277","A","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207616","5981729","","5981729","","","","","","","","","","","811686","811686","","137764","137764","","284751","284751","521832","559804","1081636","151134","418961","570095","","","","1115150","","1115150","","","","415818","","415818","","","","8185663","2212966","10398629","A","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207661","2203003","","2203003","","","","6278972","","6278972","","","","","2262022","2262022","104070","","104070","","","","","","","","","","","","","2908846","","2908846","","","","","","","","","","11494891","2262022","13756913","A","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207670","5756569","0","5756569","131730","0","131730","15127048","0","15127048","1100000","0","1100000","0","3878391","3878391","0","202009","202009","0","0","0","130328","57045","187373","0","2072","2072","50763","0","50763","2891322","0","2891322","0","0","0","402400","0","402400","0","0","0","25590160","4139517","29729677","A","131730",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"207689","1071441","0","1071441","0","0","0","0","0","0","0","0","0","0","290815","290815","0","85000","85000","0","0","0","361044","238770","599814","53206","90670","143876","42276","0","42276","807089","0","807089","0","0","0","62917","1384","64301","0","0","0","2397973","706639","3104612","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"207722","1709290","0","1709290","0","0","0","4620310","0","4620310","0","0","0","0","2015427","2015427","0","15208","15208","0","0","0","0","266132","266132","0","0","0","0","0","0","1390778","0","1390778","0","0","0","0","0","0","0","0","0","7720378","2296767","10017145","A","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31
"207740","1214177","0","1214177","0","0","0","3128008","0","3128008","0","0","0","0","1863596","1863596","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","940440","0","940440","0","0","0","84859","0","84859","0","0","0","5367484","1863596","7231080","A","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,18,31
"207847","5445053","0","5445053","0","0","0","11367328","0","11367328","0","0","0","321762","6028818","6350580","253983","1092196","1346179","0","0","0","0","35184","35184","0","0","0","65070","0","65070","5126755","0","5126755","0","0","0","121281","16744","138025","0","0","0","22701232","7172942","29874174","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"207856","274366","0","274366","0","0","0","0","0","0","0","0","0","0","67200","67200","0","0","0","0","0","0","596180","0","596180","0","0","0","0","0","0","138074","0","138074","0","0","0","44044","0","44044","0","0","0","1052664","67200","1119864","A","0",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
"207865","7450881","0","7450881","0","0","0","15459613","0","15459613","0","0","0","0","3896275","3896275","262212","91676","353888","0","0","0","0","11800","11800","0","0","0","705","0","705","4627743","0","4627743","0","0","0","379459","306724","686183","0","0","0","28180613","4306475","32487088","A","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"207935","8332078","0","8332078","0","92977","92977","20052059","0","20052059","12271242","0","12271242","0","4931853","4931853","0","979357","979357","0","0","0","0","155423","155423","0","0","0","0","0","0","5971729","0","5971729","0","0","0","695463","639224","1334687","0","0","0","47322571","6798834","54121405","A","0",10,31,10,31,10,10,10,31,10,10,31,10,31,10,10,31,10,10,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"207971","46776244","44720","46820964","0","0","0","0","0","0","0","0","0","583977","6206958","6790935","38991","1047839","1086830","0","20328","20328","2657658","5109518","7767176","11402347","4403416","15805763","3543338","421857","3965195","10795872","1764","10797636","0","0","0","2177382","169301","2346683","0","0","0","77975809","17425701","95401510","A","0",10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"208035","967552","165653","1133205","0","0","0","3396063","107076","3503139","0","0","0","7194","898995","906189","0","68371","68371","0","83074","83074","0","0","0","0","0","0","0","0","0","0","718543","718543","0","0","0","46223","0","46223","0","0","0","4417032","2041712","6458744","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"208239","977152","0","977152","0","0","0","0","0","0","0","0","0","0","103566","103566","0","0","0","0","0","0","500","6377","6877","0","0","0","27060","0","27060","240630","0","240630","0","0","0","49606","0","49606","0","0","0","1294948","109943","1404891","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"208275","1501820","194736","1696556","0","0","0","4512995","0","4512995","3047424","4990","3052414","63110","1763871","1826981","0","1671398","1671398","0","38599","38599","0","370392","370392","0","0","0","81461","0","81461","640551","0","640551","0","0","0","529460","92627","622087","0","0","0","10376821","4136613","14513434","A","0",10,10,10,31,31,31,10,31,10,10,10,10,10,10,10,31,10,10,31,10,10,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"208318","2566119","0","2566119","27921","0","27921","2990210","0","2990210","7051320","67160","7118480","0","2102500","2102500","0","938826","938826","0","83163","83163","0","230422","230422","0","0","0","0","460823","460823","1580510","0","1580510","0","0","0","133671","58465","192136","0","0","0","14349751","3941359","18291110","A","27921",10,31,10,10,31,10,10,31,10,10,10,10,31,10,10,31,10,10,31,10,10,31,10,10,31,31,31,31,10,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10
"208390","6951918","0","6951918","12510","0","12510","12628128","0","12628128","13294274","0","13294274","60000","6137644","6197644","0","12568736","12568736","0","764257","764257","0","565528","565528","0","0","0","0","40271","40271","3181368","0","3181368","0","0","0","1033009","259970","1292979","0","0","0","37161207","20336406","57497613","A","0",10,31,10,10,31,10,10,31,10,10,31,10,10,10,10,31,10,10,31,10,10,31,10,10,31,31,31,31,10,10,10,31,10,31,31,31,10,10,10,31,31,31,10,18,10,31
"208406","6096000","0","6096000","0","0","0","4118163","0","4118163","14029170","823269","14852439","0","2490765","2490765","0","1002946","1002946","0","1228395","1228395","0","0","0","0","0","0","0","0","0","2434148","0","2434148","0","0","0","4352621","480000","4832621","0","0","0","31030102","6025375","37055477","A","0",10,31,10,31,31,31,10,31,10,10,10,10,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"208415","1032442","0","1032442","0","0","0","1761384","0","1761384","3869801","0","3869801","16705","2210329","2227034","0","202541","202541","0","168283","168283","0","186283","186283","0","0","0","10753","0","10753","371647","0","371647","0","0","0","70727","0","70727","0","0","0","7133459","2767436","9900895","A","0",10,10,10,31,10,31,10,10,10,10,10,10,11,10,11,10,10,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,10
"208488","7699836","0","7699836","0","0","0","0","0","0","0","0","0","0","506404","506404","0","75188","75188","0","0","0","741775","107886","849661","0","19542","19542","226661","0","226661","1092438","0","1092438","0","0","0","92755","52768","145523","0","0","0","9853465","761788","10615253","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,31
"208646","4885456","0","4885456","0","0","0","9327816","0","9327816","0","0","0","94707","3370333","3465040","10026","666891","676917","0","0","0","22300","168437","190737","0","48900","48900","626546","0","626546","3792752","0","3792752","0","0","0","136812","0","136812","0","0","0","18896415","4254561","23150976","A","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"208725","660355","0","660355","0","0","0","0","0","0","0","0","0","0","208876","208876","0","0","0","0","0","0","308801","14027","322828","0","0","0","0","0","0","353242","0","353242","0","0","0","18237","14286","32523","0","0","0","1340635","237189","1577824","A","0",10,10,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
