unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b235,b245,b255,b265,b275,bline05,bline14,bline15,bline17,bline20,bline21,bline18,part
"102429","2294157","271875","2566032","1662642","","","","","2227","99978","102205","","209795","31260","241055","152382","347575","122869","470444","220546","625600","439830","1065430","342744","505460","","505460","111270","104113","637219","741332","75372","","75372","","","","4164299","1603031","5767330","374329","","374329","","","","","","","4538628","1603031","6141659","2489584","","","518654","3008238","133840","","","","","","","B"
"102553","36912427","3818349","40730776","28905254","2491298","2784957","5276255","2529529","583711","50209","633920","349952","8293611","125734","8419345","5608330","9398204","463822","9862026","5048136","8307818","0","8307818","4912539","9306344","0","9306344","3047052","607806","2366086","2973892","66759","0","66759","","","","75967978","9609157","85577135","6068897","0","6068897","","","","","","","82036875","9609157","91646032","50400792","10600943","","","61001735","2810865","","","","","","","B"
"102580","22958","0","22958","725","","","","","","","","","7533","2954","10487","0","1975","1684","3659","0","81661","192330","273991","209067","64897","0","64897","3445","6423","21611","28034","","","","","","","185447","218579","404026","52685","716","53401","","","","","","","238132","219295","457427","213237","0","0","0","213237","10487","","","","","","","B"
"102605","0","571575","571575","547943","","","","","","","","","0","31696","31696","0","0","1112369","1112369","1041213","","","","","0","178538","178538","0","0","16100","16100","","","","","","","0","1910278","1910278","","","","","","","","","","0","1910278","1910278","1589156","94788","","","1683944","1500","","","","","","","B"
"102614","34055281","3196493","37251774","25391384","22153272","37884647","60037919","25651948","6596026","2103458","8699484","4551143","9980348","490900","10471248","6441832","6274947","643472","6918419","4127013","9440329","29770","9470099","8612211","15189664","86374","15276038","6348016","1305906","1487498","2793404","1708052","1463","1709515","","","","106703825","45924075","152627900","8818718","0","8818718","","","","","","","115522543","45924075","161446618","81123547","17837422","","","98960969","4436274","1005404","","","","","","B"
"102632","9949558","632520","10582078","5709083","","151491","151491","89680","15942","","15942","9676","2040146","2636","2042782","1141859","1278987","","1278987","790858","2460656","32876","2493532","1496821","2405794","","2405794","914712","32231","190315","222546","","","","-1079256","-4175","-1083431","17104058","1005663","18109721","1141087","","1141087","","","","","","","18245145","1005663","19250808","10152689","2038283","","","12190972","1116864","","","","","","","B"
"102669","2985038","63116","3048154","2169539","0","0","0","0","261599","0","261599","89675","338851","0","338851","138758","2167946","0","2167946","1165626","4086000","0","4086000","1337848","1001680","0","1001680","539692","1165885","315029","1480914","114900","0","114900","1343252","0","1343252","13465151","378145","13843296","1432495","0","1432495","0","0","0","0","0","0","14897646","378145","15275791","5441138","1142639","0","0","6583777","","","","","","","","B"
"103440","903129","122021","1025150","539016","","","","","965","39950","40915","0","148317","20055","168372","85420","369871","17950","387821","163364","1643209","9617","1652826","387655","729799","19235","749034","358547","167021","455953","622974","343682","0","343682","","","","4305993","684781","4990774","1246681","19235","1265916","","","","","","","5552674","704016","6256690","1534002","261823","","","1795825","124097","311466","","","","","","B"
"103529","0","0","0","0","","","","","","","","","","","","","","","","","19265127","0","19265127","8458850","","","","","0","16668","16668","467889","135","468024","10759108","0","10759108","30492124","16803","30508927","","","","","","","","","","30492124","16803","30508927","8458850","2612981","","","11071831","","","","","","","","B"
"103723","812793","72602","885395","626860","4045","4160","8205","3471","6461","11486","17947","8327","179748","13946","193694","119316","327773","22786","350559","187199","610557","24778","635335","274465","341796","15731","357527","116911","146310","461540","607850","57755","5296","63051","71633","4816","76449","2558871","637141","3196012","354769","14014","368783","0","0","0","1162","43","1205","2914802","651198","3566000","1336549","245782","317","4336","1586984","53258","","","","","","","B"
"103778","7396651","0","7396651","5451177","0","0","0","0","0","0","0","0","1532931","0","1532931","764087","1278590","0","1278590","232064","6140945","0","6140945","2302049","1450711","0","1450711","744815","1126384","0","1126384","","","","","","","18926212","0","18926212","2337117","0","2337117","0","0","0","0","0","0","21263329","0","21263329","9494192","1424129","0","0","10918321","579606","","","","","","","B"
"103787","272505","0","272505","236989","","","","","","","","","25208","6078","31286","15605","182578","0","182578","115853","172089","9123","181212","75778","55977","0","55977","23040","64714","225727","290441","5427","0","5427","20000","0","20000","798498","240928","1039426","196888","0","196888","0","0","0","0","0","0","995386","240928","1236314","467265","20578","","","487843","3343","","","","","","","B"
"103963","3130510","63888","3194398","2392604","5445","0","5445","4754","1176","0","1176","675","279907","0","279907","104965","430056","0","430056","219759","759908","27561","787469","281914","456219","1373","457592","53080","16324","303114","319438","22237","247","22484","","","","5101782","396183","5497965","145470","0","145470","","","","","","","5247252","396183","5643435","3057751","309591","0","22127","3389469","","","","","","","","B"
"104018","289148","1584","290732","204385","0","0","0","0","0","0","0","0","82096","7615","89711","42254","67578","0","67578","34059","434321","2662","436983","184407","76439","0","76439","29811","6891","154278","161169","93102","0","93102","0","0","0","1049575","166139","1215714","34560","0","34560","0","0","0","0","0","0","1084135","166139","1250274","494916","108182","226","5924","609248","69635","","","","","","","B"
"104151","144071029","2466421","146537450","109282726","13490005","26977623","40467628","21600998","4468613","14039695","18508308","7632193","56356831","598702","56955533","28035704","19013686","1875482","20889168","13298948","34302223","239938","34542161","18199790","31665599","","31665599","13256537","16970571","18350528","35321099","18011912","","18011912","9504919","563557","10068476","347855388","65111946","412967334","61010566","","61010566","","","","","","","408865954","65111946","473977900","211306896","36749834","","","248056730","17546175","7930800","1773585","","","","","B"
"104160","6131756","997428","7129184","5448663","0","0","0","0","0","126546","126546","36544","267385","56741","324126","161145","1196909","199874","1396783","929802","1868189","75847","1944036","1151742","1974794","7531","1982325","672295","206423","1556666","1763089","17645","0","17645","0","0","0","11663101","3020633","14683734","2364564","6836","2371400","0","0","0","0","0","0","14027665","3027469","17055134","8400191","1465118","10884","109081","9985274","189702","","","0","0","0","0","B"
"104179","165308722","12951835","178260557","137756038","47215601","102078247","149293848","83247855","11427697","11048952","22476649","13186617","53394579","195027","53589606","23994443","15472970","182954","15655924","11322503","40780497","183406","40963903","21747300","30953792","0","30953792","11363090","17493965","22479693","39973658","18646064","69879","18715943","-713176","-2445418","-3158594","399980711","146744575","546725286","107195352","0","107195352","0","0","0","0","0","0","507176063","146744575","653920638","302617846","51362310","0","0","353980156","17017500","6513653","-765425","0","0","0","0","B"
"104346","6907768","211330","7119098","5414963","0","0","0","0","108737","1812","110549","57049","1381869","453600","1835469","926678","1398488","173263","1571751","1010538","3369913","812523","4182436","1428978","2189982","13431","2203413","803669","538863","1134718","1673581","0","0","0","0","0","0","15895620","2800677","18696297","982465","8924","991389","0","0","0","0","0","0","16878085","2809601","19687686","9641875","1741856","0","0","11383731","260370","113565","0","0","0","0","0","B"
